Record Length,2500,Points,-730.000019E-3,-20.0000,,Record Length,2500,Points,-730.000019E-3,0.0,
Sample Interval,1.0000E-3,s,-729.000032E-3,0.0,,Sample Interval,1.0000E-3,s,-729.000032E-3,0.0,
Trigger Point,729.999984,Samples,-728.000045E-3,0.0,,Trigger Point,729.999984,Samples,-728.000045E-3,-79.999998E-3,
,,,-726.999998E-3,-20.0000,,,,,-726.999998E-3,79.999998E-3,
,,,-726.000011E-3,-20.0000,,,,,-726.000011E-3,0.0,
,,,-725.000024E-3,0.0,,,,,-725.000024E-3,0.0,
Source,CH1,,-724.000037E-3,0.0,,Source,CH3,,-724.000037E-3,0.0,
Vertical Units,Volts,,-722.999990E-3,-20.0000,,Vertical Units,Volts,,-722.999990E-3,0.0,
Vertical Scale,511.953125,,-722.000003E-3,-20.0000,,Vertical Scale,2.0478,,-722.000003E-3,0.0,
Vertical Offset,0,,-721.000016E-3,-20.0000,,Vertical Offset,0,,-721.000016E-3,0.0,
Horizontal Units,s,,-720.000029E-3,-20.0000,,Horizontal Units,s,,-720.000029E-3,0.0,
Horizontal Scale,250.00001E-3,,-719.000041E-3,-20.0000,,Horizontal Scale,250.00001E-3,,-719.000041E-3,0.0,
Pt Fmt,Y,,-717.999995E-3,0.0,,Pt Fmt,Y,,-717.999995E-3,0.0,
Yzero,-2.92996,,-717.000008E-3,-20.0000,,Yzero,-2.92996,,-717.000008E-3,79.999998E-3,
Probe Atten,10.0000,,-716.000021E-3,0.0,,Probe Atten,10.0000,,-716.000021E-3,0.0,
,,,-715.000033E-3,-20.0000,,,,,-715.000033E-3,0.0,
Note,TDS 2014 - 17:19:53   15.09.2023,,-714.000046E-3,-20.0000,,Note,TDS 2014 - 17:19:53   15.09.2023,,-714.000046E-3,0.0,
,,,-713.000000E-3,-20.0000,,,,,-713.000000E-3,0.0,
,,,-712.000012E-3,-20.0000,,,,,-712.000012E-3,79.999998E-3,
,,,-711.000025E-3,-20.0000,,,,,-711.000025E-3,0.0,
,,,-710.000038E-3,-20.0000,,,,,-710.000038E-3,0.0,
,,,-708.999991E-3,-20.0000,,,,,-708.999991E-3,0.0,
,,,-708.000004E-3,0.0,,,,,-708.000004E-3,0.0,
,,,-707.000017E-3,-20.0000,,,,,-707.000017E-3,0.0,
,,,-706.000030E-3,-20.0000,,,,,-706.000030E-3,0.0,
,,,-705.000043E-3,0.0,,,,,-705.000043E-3,0.0,
,,,-703.999996E-3,0.0,,,,,-703.999996E-3,0.0,
,,,-703.000009E-3,-20.0000,,,,,-703.000009E-3,0.0,
,,,-702.000022E-3,0.0,,,,,-702.000022E-3,0.0,
,,,-701.000035E-3,-20.0000,,,,,-701.000035E-3,0.0,
,,,-699.999988E-3,-40.00000,,,,,-699.999988E-3,0.0,
,,,-699.000001E-3,-20.0000,,,,,-699.000001E-3,0.0,
,,,-698.000014E-3,-20.0000,,,,,-698.000014E-3,0.0,
,,,-697.000027E-3,0.0,,,,,-697.000027E-3,0.0,
,,,-696.000040E-3,-20.0000,,,,,-696.000040E-3,0.0,
