Record Length,2500,Points,-769.999981E-3,-20.0000,,Record Length,2500,Points,-769.999981E-3,0.0,
Sample Interval,1.0000E-3,s,-768.999994E-3,-20.0000,,Sample Interval,1.0000E-3,s,-768.999994E-3,0.0,
Trigger Point,769.999944,Samples,-768.000007E-3,-20.0000,,Trigger Point,769.999944,Samples,-768.000007E-3,0.0,
,,,-766.999960E-3,0.0,,,,,-766.999960E-3,0.0,
,,,-765.999973E-3,-20.0000,,,,,-765.999973E-3,0.0,
,,,-764.999986E-3,-20.0000,,,,,-764.999986E-3,0.0,
Source,CH1,,-763.999999E-3,-20.0000,,Source,CH3,,-763.999999E-3,0.0,
Vertical Units,Volts,,-762.999952E-3,0.0,,Vertical Units,Volts,,-762.999952E-3,0.0,
Vertical Scale,511.953125,,-761.999965E-3,-20.0000,,Vertical Scale,2.0478,,-761.999965E-3,0.0,
Vertical Offset,0,,-760.999978E-3,0.0,,Vertical Offset,0,,-760.999978E-3,0.0,
Horizontal Units,s,,-759.999990E-3,0.0,,Horizontal Units,s,,-759.999990E-3,0.0,
Horizontal Scale,250.00001E-3,,-759.000003E-3,0.0,,Horizontal Scale,250.00001E-3,,-759.000003E-3,0.0,
Pt Fmt,Y,,-757.999957E-3,-20.0000,,Pt Fmt,Y,,-757.999957E-3,0.0,
Yzero,-2.92996,,-756.999969E-3,-20.0000,,Yzero,-2.92996,,-756.999969E-3,0.0,
Probe Atten,10.0000,,-755.999982E-3,-20.0000,,Probe Atten,10.0000,,-755.999982E-3,0.0,
,,,-754.999995E-3,-20.0000,,,,,-754.999995E-3,0.0,
Note,TDS 2014 - 17:14:23   15.09.2023,,-754.000008E-3,-20.0000,,Note,TDS 2014 - 17:14:23   15.09.2023,,-754.000008E-3,0.0,
,,,-752.999961E-3,-20.0000,,,,,-752.999961E-3,-79.999998E-3,
,,,-751.999974E-3,0.0,,,,,-751.999974E-3,0.0,
,,,-750.999987E-3,-20.0000,,,,,-750.999987E-3,0.0,
,,,-750.000000E-3,-20.0000,,,,,-750.000000E-3,0.0,
,,,-748.999953E-3,-20.0000,,,,,-748.999953E-3,0.0,
,,,-747.999966E-3,0.0,,,,,-747.999966E-3,0.0,
,,,-746.999979E-3,-20.0000,,,,,-746.999979E-3,0.0,
,,,-745.999992E-3,-20.0000,,,,,-745.999992E-3,0.0,
,,,-745.000005E-3,-20.0000,,,,,-745.000005E-3,0.0,
,,,-743.999958E-3,-20.0000,,,,,-743.999958E-3,0.0,
,,,-742.999971E-3,0.0,,,,,-742.999971E-3,0.0,
,,,-741.999984E-3,0.0,,,,,-741.999984E-3,0.0,
,,,-740.999997E-3,-20.0000,,,,,-740.999997E-3,0.0,
,,,-739.999950E-3,-40.00000,,,,,-739.999950E-3,0.0,
,,,-738.999963E-3,-20.0000,,,,,-738.999963E-3,0.0,
,,,-737.999976E-3,-20.0000,,,,,-737.999976E-3,0.0,
,,,-736.999989E-3,-20.0000,,,,,-736.999989E-3,0.0,
,,,-736.000001E-3,0.0,,,,,-736.000001E-3,0.0,
,,,-734.999955E-3,0.0,,,,,-734.999955E-3,0.0,
,,,-733.999968E-3,-20.0000,,,,,-733.999968E-3,0.0,
,,,-732.999980E-3,-20.0000,,,,,-732.999980E-3,0.0,
,,,-731.999993E-3,-20.0000,,,,,-731.999993E-3,0.0,
,,,-731.000006E-3,-20.0000,,,,,-731.000006E-3,0.0,
,,,-729.999959E-3,-20.0000,,,,,-729.999959E-3,0.0,
,,,-728.999972E-3,-20.0000,,,,,-728.999972E-3,0.0,
,,,-727.999985E-3,-20.0000,,,,,-727.999985E-3,0.0,
,,,-726.999998E-3,-20.0000,,,,,-726.999998E-3,0.0,
,,,-725.999951E-3,-20.0000,,,,,-725.999951E-3,0.0,
,,,-724.999964E-3,0.0,,,,,-724.999964E-3,79.999998E-3,
,,,-723.999977E-3,-20.0000,,,,,-723.999977E-3,0.0,
,,,-722.999990E-3,-20.0000,,,,,-722.999990E-3,0.0,
,,,-722.000003E-3,-20.0000,,,,,-722.000003E-3,0.0,
,,,-720.999956E-3,-20.0000,,,,,-720.999956E-3,0.0,
,,,-719.999969E-3,-20.0000,,,,,-719.999969E-3,0.0,
,,,-718.999982E-3,0.0,,,,,-718.999982E-3,0.0,
,,,-717.999995E-3,0.0,,,,,-717.999995E-3,0.0,
,,,-717.000008E-3,-20.0000,,,,,-717.000008E-3,0.0,
,,,-715.999961E-3,0.0,,,,,-715.999961E-3,0.0,
,,,-714.999974E-3,-20.0000,,,,,-714.999974E-3,0.0,
,,,-713.999987E-3,0.0,,,,,-713.999987E-3,0.0,
,,,-713.000000E-3,-20.0000,,,,,-713.000000E-3,0.0,
,,,-711.999953E-3,0.0,,,,,-711.999953E-3,0.0,
,,,-710.999966E-3,0.0,,,,,-710.999966E-3,0.0,
,,,-709.999979E-3,-20.0000,,,,,-709.999979E-3,0.0,
,,,-708.999991E-3,0.0,,,,,-708.999991E-3,0.0,
,,,-708.000004E-3,-20.0000,,,,,-708.000004E-3,79.999998E-3,
,,,-706.999958E-3,-20.0000,,,,,-706.999958E-3,0.0,
,,,-705.999970E-3,-20.0000,,,,,-705.999970E-3,0.0,
,,,-704.999983E-3,-20.0000,,,,,-704.999983E-3,-79.999998E-3,
,,,-703.999996E-3,-20.0000,,,,,-703.999996E-3,0.0,
,,,-702.999949E-3,0.0,,,,,-702.999949E-3,0.0,
,,,-701.999962E-3,0.0,,,,,-701.999962E-3,0.0,
,,,-700.999975E-3,0.0,,,,,-700.999975E-3,0.0,
,,,-699.999988E-3,-20.0000,,,,,-699.999988E-3,0.0,
,,,-699.000001E-3,-20.0000,,,,,-699.000001E-3,0.0,
,,,-697.999954E-3,-20.0000,,,,,-697.999954E-3,0.0,
,,,-696.999967E-3,0.0,,,,,-696.999967E-3,0.0,
,,,-695.999980E-3,-20.0000,,,,,-695.999980E-3,0.0,
,,,-694.999993E-3,-20.0000,,,,,-694.999993E-3,0.0,
,,,-694.000006E-3,0.0,,,,,-694.000006E-3,0.0,
,,,-692.999959E-3,-20.0000,,,,,-692.999959E-3,0.0,
,,,-691.999972E-3,-20.0000,,,,,-691.999972E-3,0.0,
,,,-690.999985E-3,0.0,,,,,-690.999985E-3,0.0,
,,,-689.999998E-3,-20.0000,,,,,-689.999998E-3,0.0,
,,,-688.999951E-3,-20.0000,,,,,-688.999951E-3,0.0,
,,,-687.999964E-3,-20.0000,,,,,-687.999964E-3,0.0,
,,,-686.999977E-3,-20.0000,,,,,-686.999977E-3,0.0,
,,,-685.999990E-3,-20.0000,,,,,-685.999990E-3,0.0,
,,,-685.000002E-3,0.0,,,,,-685.000002E-3,0.0,
,,,-683.999956E-3,-20.0000,,,,,-683.999956E-3,0.0,
,,,-682.999969E-3,-20.0000,,,,,-682.999969E-3,0.0,
,,,-681.999981E-3,-20.0000,,,,,-681.999981E-3,0.0,
,,,-680.999994E-3,0.0,,,,,-680.999994E-3,0.0,
,,,-679.999948E-3,-20.0000,,,,,-679.999948E-3,0.0,
,,,-678.999960E-3,-20.0000,,,,,-678.999960E-3,0.0,
,,,-677.999973E-3,-20.0000,,,,,-677.999973E-3,0.0,
,,,-676.999986E-3,0.0,,,,,-676.999986E-3,0.0,
