Record Length,2500,Points,-1.8800,-40.00000,,Record Length,2500,Points,-1.8800,-199.99999E-3,
Sample Interval,4.00000E-3,s,-1.8760,-20.0000,,Sample Interval,4.00000E-3,s,-1.8760,-199.99999E-3,
Trigger Point,469.999976,Samples,-1.8720,-20.0000,,Trigger Point,469.999976,Samples,-1.8720,0.0,
,,,-1.8680,-20.0000,,,,,-1.8680,-199.99999E-3,
,,,-1.8640,-20.0000,,,,,-1.8640,-199.99999E-3,
,,,-1.8600,-20.0000,,,,,-1.8600,-199.99999E-3,
Source,CH1,,-1.8560,-20.0000,,Source,CH3,,-1.8560,-199.99999E-3,
Vertical Units,Volts,,-1.8520,-20.0000,,Vertical Units,Volts,,-1.8520,-199.99999E-3,
Vertical Scale,511.953125,,-1.8480,0.0,,Vertical Scale,5.11953,,-1.8480,0.0,
Vertical Offset,0,,-1.8440,-20.0000,,Vertical Offset,0,,-1.8440,0.0,
Horizontal Units,s,,-1.8400,-20.0000,,Horizontal Units,s,,-1.8400,-199.99999E-3,
Horizontal Scale,1.0000,,-1.8360,0.0,,Horizontal Scale,1.0000,,-1.8360,-199.99999E-3,
Pt Fmt,Y,,-1.8320,-20.0000,,Pt Fmt,Y,,-1.8320,-199.99999E-3,
Yzero,-2.92996,,-1.8280,0.0,,Yzero,-2.92996,,-1.8280,0.0,
Probe Atten,10.0000,,-1.8240,0.0,,Probe Atten,10.0000,,-1.8240,-199.99999E-3,
,,,-1.8200,0.0,,,,,-1.8200,-199.99999E-3,
Note,TDS 2014 - 17:31:21   15.09.2023,,-1.8160,-20.0000,,Note,TDS 2014 - 17:31:21   15.09.2023,,-1.8160,0.0,
,,,-1.8120,0.0,,,,,-1.8120,-199.99999E-3,
,,,-1.8080,0.0,,,,,-1.8080,-199.99999E-3,
,,,-1.8040,-20.0000,,,,,-1.8040,-199.99999E-3,
,,,-1.8000,-20.0000,,,,,-1.8000,0.0,
,,,-1.7960,-20.0000,,,,,-1.7960,0.0,
,,,-1.7920,-20.0000,,,,,-1.7920,0.0,
,,,-1.7880,-20.0000,,,,,-1.7880,0.0,
,,,-1.7840,-20.0000,,,,,-1.7840,-199.99999E-3,
,,,-1.7800,0.0,,,,,-1.7800,-199.99999E-3,
,,,-1.7760,0.0,,,,,-1.7760,-199.99999E-3,
,,,-1.7720,-20.0000,,,,,-1.7720,-199.99999E-3,
,,,-1.7680,-20.0000,,,,,-1.7680,0.0,
,,,-1.7640,0.0,,,,,-1.7640,0.0,
,,,-1.7600,-20.0000,,,,,-1.7600,0.0,
,,,-1.7560,-20.0000,,,,,-1.7560,0.0,
,,,-1.7520,-20.0000,,,,,-1.7520,0.0,
,,,-1.7480,-40.00000,,,,,-1.7480,-199.99999E-3,
,,,-1.7440,-20.0000,,,,,-1.7440,0.0,
,,,-1.7400,-20.0000,,,,,-1.7400,0.0,
,,,-1.7360,-20.0000,,,,,-1.7360,-199.99999E-3,
,,,-1.7320,-20.0000,,,,,-1.7320,-199.99999E-3,
,,,-1.7280,-20.0000,,,,,-1.7280,0.0,
,,,-1.7240,-20.0000,,,,,-1.7240,0.0,
,,,-1.7200,-20.0000,,,,,-1.7200,-199.99999E-3,
,,,-1.7160,-20.0000,,,,,-1.7160,-199.99999E-3,
,,,-1.7120,-20.0000,,,,,-1.7120,0.0,
,,,-1.7080,-20.0000,,,,,-1.7080,0.0,
,,,-1.7040,-20.0000,,,,,-1.7040,-199.99999E-3,
,,,-1.7000,-40.00000,,,,,-1.7000,-199.99999E-3,
,,,-1.6960,-20.0000,,,,,-1.6960,-199.99999E-3,
,,,-1.6920,-20.0000,,,,,-1.6920,-199.99999E-3,
,,,-1.6880,-20.0000,,,,,-1.6880,0.0,
,,,-1.6840,-20.0000,,,,,-1.6840,0.0,
,,,-1.6800,-20.0000,,,,,-1.6800,-199.99999E-3,
,,,-1.6760,-20.0000,,,,,-1.6760,0.0,
,,,-1.6720,0.0,,,,,-1.6720,-199.99999E-3,
,,,-1.6680,-20.0000,,,,,-1.6680,-199.99999E-3,
,,,-1.6640,-20.0000,,,,,-1.6640,0.0,
,,,-1.6600,-20.0000,,,,,-1.6600,0.0,
,,,-1.6560,-20.0000,,,,,-1.6560,-199.99999E-3,
,,,-1.6520,-20.0000,,,,,-1.6520,-199.99999E-3,
,,,-1.6480,0.0,,,,,-1.6480,0.0,
,,,-1.6440,-20.0000,,,,,-1.6440,0.0,
,,,-1.6400,-20.0000,,,,,-1.6400,0.0,
,,,-1.6360,-20.0000,,,,,-1.6360,0.0,
,,,-1.6320,-20.0000,,,,,-1.6320,-199.99999E-3,
,,,-1.6280,-20.0000,,,,,-1.6280,-199.99999E-3,
,,,-1.6240,0.0,,,,,-1.6240,-199.99999E-3,
,,,-1.6200,-20.0000,,,,,-1.6200,0.0,
,,,-1.6160,0.0,,,,,-1.6160,0.0,
,,,-1.6120,0.0,,,,,-1.6120,-199.99999E-3,
,,,-1.6080,-20.0000,,,,,-1.6080,-199.99999E-3,
,,,-1.6040,-20.0000,,,,,-1.6040,0.0,
,,,-1.6000,-20.0000,,,,,-1.6000,-199.99999E-3,
,,,-1.5960,-20.0000,,,,,-1.5960,0.0,
,,,-1.5920,-20.0000,,,,,-1.5920,0.0,
,,,-1.5880,-20.0000,,,,,-1.5880,-199.99999E-3,
,,,-1.5840,-20.0000,,,,,-1.5840,-199.99999E-3,
,,,-1.5800,-20.0000,,,,,-1.5800,0.0,
,,,-1.5760,-20.0000,,,,,-1.5760,0.0,
,,,-1.5720,-20.0000,,,,,-1.5720,-199.99999E-3,
,,,-1.5680,0.0,,,,,-1.5680,0.0,
,,,-1.5640,-20.0000,,,,,-1.5640,0.0,
,,,-1.5600,0.0,,,,,-1.5600,0.0,
,,,-1.5560,-20.0000,,,,,-1.5560,-199.99999E-3,
,,,-1.5520,-20.0000,,,,,-1.5520,-199.99999E-3,
,,,-1.5480,0.0,,,,,-1.5480,-199.99999E-3,
,,,-1.5440,-20.0000,,,,,-1.5440,-199.99999E-3,
,,,-1.5400,-20.0000,,,,,-1.5400,-199.99999E-3,
,,,-1.5360,-20.0000,,,,,-1.5360,-199.99999E-3,
,,,-1.5320,-20.0000,,,,,-1.5320,0.0,
,,,-1.5280,-20.0000,,,,,-1.5280,0.0,
,,,-1.5240,-20.0000,,,,,-1.5240,-199.99999E-3,
,,,-1.5200,-20.0000,,,,,-1.5200,0.0,
,,,-1.5160,0.0,,,,,-1.5160,0.0,
,,,-1.5120,-20.0000,,,,,-1.5120,0.0,
,,,-1.5080,-20.0000,,,,,-1.5080,0.0,
,,,-1.5040,0.0,,,,,-1.5040,-199.99999E-3,
,,,-1.5000,0.0,,,,,-1.5000,-199.99999E-3,
,,,-1.4960,-20.0000,,,,,-1.4960,0.0,
,,,-1.4920,0.0,,,,,-1.4920,0.0,
,,,-1.4880,0.0,,,,,-1.4880,-199.99999E-3,
,,,-1.4840,-20.0000,,,,,-1.4840,0.0,
,,,-1.4800,-20.0000,,,,,-1.4800,-199.99999E-3,
,,,-1.4760,0.0,,,,,-1.4760,0.0,
,,,-1.4720,-20.0000,,,,,-1.4720,-199.99999E-3,
,,,-1.4680,-20.0000,,,,,-1.4680,0.0,
,,,-1.4640,-20.0000,,,,,-1.4640,-199.99999E-3,
,,,-1.4600,-20.0000,,,,,-1.4600,-199.99999E-3,
