,Канал: 0,Канал: 1
380574,0.352,0.791
380716,0.430,0.918
380858,0.420,1.006
381000,0.361,1.104
381142,0.186,1.191
381284,0.176,1.270
381426,0.088,1.357
381568,-0.010,1.455
381710,-0.049,1.533
381852,-0.039,1.611
381994,-0.049,1.670
382136,-0.195,1.729
382278,-0.195,1.816
382420,-0.195,1.875
382562,-0.195,1.943
382704,-0.371,2.012
382846,-0.381,2.080
382988,-0.449,2.129
383130,-0.420,2.197
383272,-0.479,2.246
383414,-0.410,2.275
383556,-0.498,2.314
383698,-0.469,2.354
383840,-0.547,2.383
383982,-0.400,2.412
384124,-0.469,2.451
384266,-0.547,2.471
384408,-0.625,2.500
384550,-0.547,2.529
384692,-0.596,2.568
384834,-0.547,2.588
384976,-0.508,2.637
385118,-0.586,2.676
385260,-0.615,2.715
385402,-0.615,2.793
385544,-0.654,2.832
385686,-0.654,2.891
385828,-0.742,2.930
385970,-0.654,2.959
386112,-0.654,2.959
386254,-0.762,2.939
386396,-0.713,2.900
386538,-0.820,2.842
386680,-0.791,2.686
386822,-0.684,2.598
386964,-0.771,2.480
387106,-0.732,2.393
387248,-0.742,2.295
387390,-0.684,2.188
387532,-0.771,2.100
387674,-0.684,1.982
387816,-0.771,1.865
387958,-0.703,1.758
388100,-0.596,1.631
388242,-0.820,1.484
388384,-0.703,1.357
388526,-0.664,1.201
388668,-0.723,1.025
388810,-0.752,0.850
388952,-0.732,0.703
389094,-0.771,0.566
389236,-0.625,0.420
389378,-0.713,0.273
389520,-0.645,0.146
389662,-0.635,0.010
389804,-0.693,-0.127
389946,-0.732,-0.254
390088,-0.645,-0.381
390230,-0.615,-0.518
390372,-0.625,-0.635
390514,-0.615,-0.762
390656,-0.508,-0.879
390798,-0.518,-0.986
390940,-0.508,-1.094
391082,-0.371,-1.182
391224,-0.332,-1.260
391366,-0.283,-1.338
391508,-0.244,-1.426
391650,-0.254,-1.484
391792,-0.107,-1.582
391934,-0.078,-1.650
392076,-0.010,-1.729
392218,-0.039,-1.787
392360,0.020,-1.846
392502,0.078,-1.924
392644,0.098,-1.982
392786,0.088,-2.051
392928,0.205,-2.109
393070,0.107,-2.178
393212,0.313,-2.227
393354,0.313,-2.256
393496,0.156,-2.305
393638,0.391,-2.344
393780,0.273,-2.383
393922,0.342,-2.412
394064,0.371,-2.441
394206,0.371,-2.480
394348,0.410,-2.510
394490,0.381,-2.539
394632,0.391,-2.559
394774,0.430,-2.588
394916,0.391,-2.617
395058,0.430,-2.656
395200,0.400,-2.705
395342,0.410,-2.744
395484,0.596,-2.822
395626,0.586,-2.861
395768,0.586,-2.910
395910,0.488,-2.959
396052,0.596,-2.969
396194,0.566,-2.959
396336,0.654,-2.949
396478,0.498,-2.910
396620,0.518,-2.832
396762,0.674,-2.695
396904,0.605,-2.588
397046,0.518,-2.480
397188,0.557,-2.393
397330,0.586,-2.275
397472,0.596,-2.188
397614,0.586,-2.080
397756,0.605,-1.982
397898,0.566,-1.846
398040,0.576,-1.738
398182,0.479,-1.611
398324,0.615,-1.465
398466,0.615,-1.318
398608,0.518,-1.162
398750,0.400,-0.996
398892,0.596,-0.820
399034,0.459,-0.684
399176,0.518,-0.518
399318,0.518,-0.371
399460,0.430,-0.244
399602,0.410,-0.117
399744,0.479,0.020
399886,0.469,0.166
400028,0.410,0.273
400170,0.469,0.430
400312,0.400,0.566
400454,0.479,0.664
400596,0.371,0.801
400738,0.283,0.908
400880,0.332,0.996
401022,0.303,1.104
401164,0.186,1.182
401306,0.186,1.279
401448,0.107,1.367
401590,0.039,1.445
401732,-0.098,1.533
401874,-0.068,1.602
402016,-0.127,1.670
402158,-0.098,1.748
402300,-0.234,1.807
402442,-0.283,1.885
402584,-0.313,1.963
402726,-0.234,2.002
402869,-0.449,2.061
403011,-0.371,2.129
403153,-0.322,2.188
403295,-0.508,2.236
403437,-0.332,2.275
403579,-0.537,2.295
403721,-0.449,2.344
403863,-0.420,2.373
404005,-0.586,2.412
404147,-0.479,2.441
404289,-0.488,2.480
404431,-0.498,2.500
404573,-0.654,2.510
404715,-0.566,2.539
404857,-0.586,2.578
404999,-0.566,2.607
405141,-0.586,2.666
405283,-0.625,2.715
405425,-0.771,2.764
405567,-0.732,2.822
405709,-0.703,2.871
405851,-0.693,2.910
405993,-0.791,2.949
406135,-0.596,2.939
406277,-0.723,2.930
406419,-0.840,2.891
406561,-0.771,2.822
406703,-0.684,2.686
406845,-0.820,2.578
406987,-0.771,2.500
407129,-0.859,2.393
407271,-0.713,2.305
407413,-0.791,2.197
407555,-0.723,2.090
407697,-0.732,1.992
407839,-0.723,1.865
407981,-0.684,1.758
408123,-0.830,1.621
408265,-0.781,1.494
408407,-0.732,1.348
408549,-0.781,1.191
408691,-0.742,1.035
408833,-0.811,0.859
408975,-0.703,0.693
409117,-0.703,0.537
409259,-0.703,0.420
409401,-0.645,0.264
409543,-0.684,0.137
409685,-0.635,-0.010
409827,-0.605,-0.137
409969,-0.684,-0.264
410111,-0.693,-0.400
410253,-0.566,-0.527
410395,-0.635,-0.645
410537,-0.605,-0.771
410679,-0.557,-0.879
410821,-0.498,-0.986
410963,-0.439,-1.094
411105,-0.430,-1.182
411247,-0.293,-1.260
411389,-0.293,-1.367
411531,-0.283,-1.426
411673,-0.225,-1.504
411815,-0.215,-1.582
411957,-0.146,-1.650
412099,0.049,-1.719
412241,0.029,-1.787
412383,-0.078,-1.855
412525,0.137,-1.924
412667,0.039,-1.992
412809,0.059,-2.051
412951,0.098,-2.119
413093,0.166,-2.168
413235,0.195,-2.236
413377,0.225,-2.266
413519,0.215,-2.295
413661,0.234,-2.354
413803,0.264,-2.383
413945,0.322,-2.412
414087,0.332,-2.451
414229,0.371,-2.471
414371,0.342,-2.500
414513,0.449,-2.539
414655,0.342,-2.559
414797,0.430,-2.588
414939,0.527,-2.627
415081,0.527,-2.646
415223,0.508,-2.705
415365,0.518,-2.754
415507,0.498,-2.813
415649,0.576,-2.871
415791,0.547,-2.920
415933,0.586,-2.949
416075,0.527,-2.969
416217,0.586,-2.969
416359,0.615,-2.949
416501,0.615,-2.900
416643,0.459,-2.852
416785,0.537,-2.686
416927,0.586,-2.598
417069,0.596,-2.480
417211,0.615,-2.383
417353,0.586,-2.275
417495,0.557,-2.188
417637,0.547,-2.070
417779,0.537,-1.973
417921,0.596,-1.846
418063,0.586,-1.738
418205,0.586,-1.611
418347,0.625,-1.455
418489,0.469,-1.299
418631,0.557,-1.162
418773,0.566,-0.986
418915,0.498,-0.820
419057,0.654,-0.664
419199,0.586,-0.537
419341,0.488,-0.381
419483,0.537,-0.244
419625,0.488,-0.117
419767,0.508,0.029
419909,0.469,0.166
420051,0.518,0.303
420193,0.439,0.439
420335,0.449,0.557
420477,0.430,0.664
420619,0.352,0.811
420761,0.410,0.908
420903,0.332,1.006
421045,0.361,1.104
421187,0.107,1.191
421329,0.166,1.289
421471,0.010,1.367
421613,0.059,1.455
421755,-0.039,1.533
421897,-0.068,1.592
422039,-0.107,1.670
422181,-0.127,1.748
422323,-0.078,1.807
422465,-0.322,1.885
422607,-0.225,1.943
422749,-0.293,2.021
422891,-0.361,2.080
423033,-0.420,2.139
423175,-0.479,2.188
423317,-0.449,2.227
423459,-0.391,2.266
423601,-0.439,2.314
423743,-0.439,2.344
423885,-0.459,2.383
424027,-0.488,2.412
424169,-0.566,2.441
424311,-0.518,2.471
424453,-0.537,2.500
424595,-0.586,2.529
424737,-0.605,2.559
424879,-0.645,2.578
425021,-0.664,2.627
425163,-0.674,2.666
425305,-0.537,2.734
425447,-0.693,2.793
425589,-0.674,2.852
425731,-0.684,2.900
425873,-0.615,2.939
426015,-0.625,2.949
426157,-0.752,2.959
426299,-0.869,2.939
426441,-0.664,2.900
426583,-0.752,2.832
426725,-0.889,2.686
426867,-0.791,2.588
427009,-0.801,2.490
427151,-0.664,2.383
427293,-0.762,2.295
427435,-0.645,2.197
427577,-0.693,2.070
427719,-0.762,1.982
427861,-0.801,1.865
428003,-0.703,1.758
428145,-0.693,1.631
428287,-0.723,1.494
428429,-0.801,1.348
428571,-0.840,1.191
428713,-0.762,1.016
428855,-0.693,0.859
428997,-0.664,0.693
429139,-0.723,0.537
429281,-0.645,0.410
429423,-0.732,0.254
429565,-0.762,0.117
429707,-0.693,0.000
429849,-0.586,-0.146
429991,-0.703,-0.273
430133,-0.703,-0.400
430275,-0.615,-0.527
430417,-0.615,-0.654
430560,-0.645,-0.762
430702,-0.527,-0.889
430844,-0.420,-0.986
430986,-0.469,-1.084
431128,-0.391,-1.201
431270,-0.439,-1.270
431412,-0.303,-1.357
431554,-0.273,-1.436
431696,-0.146,-1.504
431838,-0.137,-1.582
431980,-0.098,-1.641
432122,-0.068,-1.729
432264,-0.098,-1.787
432406,0.039,-1.865
432548,0.068,-1.934
432690,0.049,-1.982
432832,0.117,-2.061
432974,0.039,-2.109
433116,0.166,-2.168
433258,0.166,-2.217
433400,0.225,-2.256
433542,0.244,-2.305
433684,0.195,-2.354
433826,0.342,-2.383
433968,0.303,-2.412
434110,0.264,-2.461
434252,0.352,-2.471
434394,0.381,-2.510
434536,0.352,-2.539
434678,0.352,-2.578
434820,0.381,-2.598
434962,0.459,-2.627
435104,0.459,-2.676
435246,0.576,-2.715
435388,0.410,-2.773
435530,0.576,-2.842
435672,0.459,-2.900
435814,0.430,-2.949
435956,0.527,-2.979
436098,0.459,-3.008
436240,0.518,-3.008
436382,0.508,-2.969
436524,0.615,-2.920
436666,0.566,-2.813
436808,0.488,-2.695
436950,0.576,-2.588
437092,0.654,-2.480
437234,0.635,-2.393
437376,0.625,-2.266
437518,0.498,-2.188
437660,0.576,-2.080
437802,0.527,-1.963
437944,0.596,-1.855
438086,0.566,-1.709
438228,0.566,-1.592
438370,0.566,-1.455
438512,0.566,-1.318
438654,0.557,-1.143
438796,0.518,-0.967
438938,0.508,-0.830
439080,0.479,-0.654
439222,0.400,-0.518
439364,0.557,-0.371
439506,0.596,-0.234
439648,0.498,-0.107
439790,0.527,0.029
439932,0.527,0.176
440074,0.391,0.322
440216,0.391,0.449
440358,0.479,0.557
440500,0.352,0.693
440642,0.439,0.801
440784,0.381,0.908
440926,0.371,1.006
441068,0.273,1.104
441210,0.117,1.201
441352,0.049,1.289
441494,0.117,1.357
441636,-0.029,1.465
441778,-0.010,1.533
441920,-0.107,1.602
442062,-0.137,1.689
442204,-0.166,1.738
442346,-0.176,1.816
442488,-0.322,1.885
442630,-0.303,1.953
442772,-0.342,2.012
442914,-0.410,2.070
443056,-0.381,2.139
443198,-0.322,2.188
443340,-0.420,2.236
443482,-0.479,2.275
443624,-0.547,2.314
443766,-0.439,2.354
443908,-0.508,2.383
444050,-0.459,2.422
444192,-0.498,2.451
444334,-0.547,2.480
444476,-0.508,2.500
444618,-0.684,2.529
444760,-0.557,2.578
444902,-0.586,2.598
445044,-0.596,2.646
445186,-0.508,2.695
445328,-0.605,2.754
445470,-0.635,2.803
445612,-0.703,2.881
445754,-0.674,2.910
445896,-0.732,2.969
446038,-0.576,2.988
446180,-0.625,2.988
446322,-0.723,2.969
446464,-0.791,2.910
446606,-0.664,2.852
446748,-0.811,2.676
446890,-0.693,2.588
447032,-0.811,2.471
447174,-0.771,2.393
447316,-0.791,2.285
447458,-0.762,2.188
447600,-0.703,2.090
447742,-0.674,1.982
447884,-0.762,1.865
448026,-0.742,1.748
448168,-0.732,1.611
448310,-0.684,1.484
448452,-0.840,1.328
448594,-0.820,1.182
448736,-0.801,1.025
448878,-0.693,0.850
449020,-0.713,0.684
449162,-0.723,0.537
449304,-0.664,0.391
449446,-0.645,0.264
449588,-0.664,0.127
449730,-0.596,-0.010
449872,-0.615,-0.146
450014,-0.723,-0.283
450156,-0.635,-0.410
450298,-0.615,-0.547
450440,-0.566,-0.664
450582,-0.566,-0.791
450724,-0.645,-0.889
450866,-0.459,-1.006
451008,-0.381,-1.113
451150,-0.410,-1.191
451292,-0.400,-1.289
451434,-0.322,-1.367
451576,-0.264,-1.436
451718,-0.195,-1.514
451860,-0.098,-1.602
452002,-0.107,-1.660
452144,-0.020,-1.738
452286,0.059,-1.807
452428,-0.068,-1.875
452570,0.020,-1.943
452712,-0.039,-1.992
452854,0.137,-2.070
452996,0.107,-2.129
453138,0.068,-2.188
453280,0.156,-2.227
453422,0.156,-2.285
453564,0.195,-2.305
453706,0.146,-2.354
453848,0.264,-2.393
453990,0.303,-2.422
454132,0.303,-2.441
454274,0.439,-2.480
454416,0.420,-2.539
454558,0.303,-2.549
454700,0.391,-2.588
454842,0.449,-2.598
454984,0.430,-2.637
455126,0.439,-2.686
455268,0.439,-2.744
455410,0.400,-2.803
455552,0.518,-2.861
455694,0.459,-2.920
455836,0.674,-2.959
455978,0.527,-2.998
456120,0.557,-3.018
456262,0.635,-3.008
456404,0.605,-2.959
456546,0.693,-2.930
456688,0.635,-2.822
456830,0.547,-2.695
456972,0.576,-2.578
457114,0.596,-2.500
457256,0.654,-2.383
457398,0.596,-2.285
457540,0.576,-2.178
457682,0.566,-2.070
457824,0.537,-1.953
457966,0.527,-1.836
458108,0.605,-1.719
458250,0.566,-1.582
458393,0.586,-1.445
458535,0.537,-1.299
458677,0.566,-1.133
458819,0.508,-0.967
458961,0.469,-0.801
459103,0.488,-0.654
459245,0.566,-0.508
459387,0.488,-0.352
459529,0.498,-0.225
459671,0.576,-0.088
459813,0.566,0.039
459955,0.586,0.176
460097,0.400,0.332
460239,0.479,0.449
460381,0.498,0.576
460523,0.371,0.693
460665,0.322,0.820
460807,0.381,0.908
460949,0.400,1.025
461091,0.195,1.113
461233,0.205,1.201
461375,0.088,1.279
461517,0.176,1.377
461659,0.039,1.465
461801,0.029,1.543
461943,-0.078,1.611
462085,-0.166,1.680
462227,-0.146,1.758
462369,-0.176,1.816
462511,-0.195,1.885
462653,-0.205,1.953
462795,-0.303,2.021
462937,-0.322,2.090
463079,-0.400,2.148
463221,-0.361,2.197
463363,-0.283,2.236
463505,-0.430,2.275
463647,-0.537,2.305
463789,-0.459,2.354
463931,-0.537,2.383
464073,-0.449,2.432
464215,-0.615,2.441
464357,-0.576,2.480
464499,-0.508,2.510
464641,-0.469,2.529
464783,-0.625,2.568
464925,-0.605,2.607
465067,-0.664,2.637
465209,-0.625,2.695
465351,-0.566,2.744
465493,-0.625,2.813
465635,-0.566,2.861
465777,-0.596,2.920
465919,-0.635,2.949
466061,-0.762,2.979
466203,-0.693,2.969
466345,-0.771,2.949
466487,-0.791,2.910
466629,-0.762,2.832
466771,-0.781,2.676
466913,-0.820,2.578
467055,-0.674,2.490
467197,-0.840,2.393
467339,-0.732,2.285
467481,-0.801,2.178
467623,-0.791,2.070
467765,-0.752,1.973
467907,-0.801,1.865
468049,-0.771,1.738
468191,-0.703,1.631
468333,-0.713,1.475
468475,-0.713,1.318
468617,-0.752,1.172
468759,-0.723,1.016
468901,-0.742,0.830
469043,-0.713,0.684
469185,-0.811,0.527
469327,-0.801,0.391
469469,-0.654,0.264
469611,-0.742,0.127
469753,-0.684,-0.020
469895,-0.635,-0.146
470037,-0.674,-0.283
470179,-0.684,-0.430
470321,-0.605,-0.566
470463,-0.615,-0.664
470605,-0.576,-0.791
470747,-0.586,-0.898
470889,-0.518,-1.006
471031,-0.498,-1.104
471173,-0.449,-1.201
471315,-0.322,-1.279
471457,-0.186,-1.357
471599,-0.234,-1.455
471741,-0.313,-1.523
471883,-0.176,-1.592
472025,-0.186,-1.650
472167,-0.039,-1.738
472309,-0.137,-1.797
472451,0.010,-1.855
472593,-0.020,-1.943
472735,0.098,-2.002
472877,0.146,-2.061
473019,0.176,-2.129
473161,0.117,-2.188
473303,0.107,-2.236
473445,0.146,-2.275
473587,0.303,-2.324
473729,0.391,-2.344
473871,0.234,-2.383
474013,0.303,-2.432
474155,0.332,-2.461
474297,0.313,-2.490
474439,0.352,-2.510
474581,0.381,-2.539
474723,0.371,-2.588
474865,0.430,-2.627
475007,0.410,-2.646
475149,0.469,-2.686
475291,0.439,-2.725
475433,0.596,-2.773
475575,0.566,-2.832
475717,0.439,-2.900
475859,0.469,-2.939
476001,0.547,-2.969
476143,0.615,-2.988
476285,0.566,-2.979
476427,0.518,-2.930
476569,0.527,-2.891
476711,0.557,-2.793
476853,0.625,-2.656
476995,0.566,-2.559
477137,0.635,-2.471
477279,0.547,-2.363
477421,0.498,-2.256
477563,0.547,-2.178
477705,0.547,-2.061
477847,0.635,-1.943
477989,0.547,-1.826
478131,0.566,-1.709
478273,0.557,-1.582
478415,0.576,-1.426
478557,0.537,-1.279
478699,0.605,-1.113
478841,0.547,-0.977
478983,0.586,-0.791
479125,0.547,-0.635
479267,0.518,-0.498
479409,0.537,-0.371
479551,0.547,-0.205
479693,0.508,-0.088
479835,0.479,0.049
479977,0.449,0.205
480119,0.547,0.332
480261,0.391,0.459
480403,0.439,0.586
480545,0.498,0.693
480687,0.420,0.811
480829,0.273,0.928
480971,0.322,1.016
481113,0.273,1.123
481255,0.254,1.201
481397,0.176,1.289
481539,0.039,1.387
481681,-0.078,1.465
481823,-0.059,1.523
481965,-0.059,1.611
482107,-0.117,1.689
482249,-0.127,1.748
482391,-0.166,1.807
482533,-0.303,1.895
482675,-0.166,1.953
482817,-0.332,2.021
482959,-0.332,2.090
483101,-0.488,2.139
483243,-0.332,2.178
483385,-0.391,2.236
483527,-0.479,2.285
483669,-0.479,2.314
483811,-0.430,2.344
483953,-0.469,2.383
484095,-0.537,2.412
484237,-0.508,2.451
484379,-0.430,2.480
484521,-0.586,2.510
484663,-0.566,2.529
484805,-0.596,2.559
484947,-0.557,2.578
485089,-0.732,2.627
485231,-0.625,2.666
485373,-0.605,2.725
485515,-0.615,2.793
485657,-0.635,2.842
485799,-0.645,2.900
485941,-0.723,2.930
486083,-0.576,2.949
486226,-0.664,2.949
486368,-0.820,2.920
486510,-0.703,2.891
486652,-0.713,2.832
486794,-0.723,2.666
486936,-0.801,2.568
487078,-0.713,2.461
487220,-0.762,2.373
487362,-0.742,2.275
487504,-0.771,2.178
487646,-0.723,2.080
487788,-0.742,1.973
487930,-0.645,1.855
488072,-0.762,1.738
488214,-0.791,1.621
488356,-0.791,1.465
488498,-0.762,1.318
488640,-0.723,1.162
488782,-0.674,0.986
488924,-0.693,0.850
489066,-0.713,0.674
489208,-0.732,0.508
489350,-0.605,0.381
489492,-0.645,0.244
489634,-0.654,0.117
489776,-0.703,-0.029
489918,-0.674,-0.146
490060,-0.654,-0.283
490202,-0.557,-0.420
490344,-0.674,-0.547
490486,-0.518,-0.674
490628,-0.596,-0.781
490770,-0.557,-0.898
490912,-0.537,-1.025
491054,-0.420,-1.104
491196,-0.459,-1.201
491338,-0.342,-1.289
491480,-0.273,-1.367
491622,-0.186,-1.436
491764,-0.195,-1.533
491906,-0.146,-1.592
492048,-0.078,-1.670
492190,-0.107,-1.729
492332,-0.039,-1.797
492474,0.068,-1.855
492616,0.039,-1.934
492758,0.098,-2.002
492900,0.039,-2.061
493042,0.137,-2.139
493184,0.176,-2.178
493326,0.156,-2.236
493468,0.293,-2.285
493610,0.313,-2.305
493752,0.215,-2.344
493894,0.273,-2.393
494036,0.244,-2.422
494178,0.352,-2.441
494320,0.313,-2.471
494462,0.332,-2.510
494604,0.420,-2.549
494746,0.410,-2.588
494888,0.342,-2.598
495030,0.439,-2.637
495172,0.459,-2.666
495314,0.410,-2.705
495456,0.352,-2.773
495598,0.479,-2.813
495740,0.449,-2.891
495882,0.557,-2.930
496024,0.508,-2.959
496166,0.557,-2.979
496308,0.645,-2.959
496450,0.586,-2.939
496592,0.625,-2.891
496734,0.576,-2.783
496876,0.674,-2.676
497018,0.596,-2.568
497160,0.518,-2.471
497302,0.605,-2.354
497444,0.605,-2.256
497586,0.547,-2.158
497728,0.615,-2.051
497870,0.557,-1.943
498012,0.518,-1.816
498154,0.635,-1.699
498296,0.547,-1.572
498438,0.596,-1.436
498580,0.557,-1.279
498722,0.537,-1.113
498864,0.488,-0.957
499006,0.547,-0.781
499148,0.547,-0.635
499290,0.586,-0.479
499432,0.449,-0.352
499574,0.449,-0.215
499716,0.469,-0.088
499858,0.488,0.049
500000,0.479,0.176
500142,0.371,0.322
500284,0.449,0.449
500426,0.371,0.576
500568,0.430,0.703
500710,0.332,0.820
500852,0.234,0.918
500994,0.254,1.016
501136,0.293,1.123
501278,0.176,1.211
501420,0.127,1.299
501562,0.059,1.377
501704,0.020,1.455
501846,0.020,1.533
501988,-0.039,1.602
502130,-0.146,1.670
502272,-0.098,1.738
502414,-0.234,1.816
502556,-0.283,1.865
502698,-0.234,1.943
502840,-0.313,2.031
502982,-0.264,2.070
503124,-0.254,2.148
503266,-0.332,2.188
503408,-0.430,2.217
503550,-0.439,2.275
503692,-0.527,2.305
503834,-0.479,2.344
503976,-0.537,2.393
504118,-0.518,2.422
504260,-0.566,2.441
504402,-0.596,2.451
504544,-0.586,2.500
504686,-0.566,2.529
504828,-0.537,2.559
504970,-0.596,2.598
505112,-0.508,2.637
505254,-0.547,2.676
505396,-0.586,2.734
505538,-0.645,2.793
505680,-0.635,2.861
505822,-0.693,2.900
505964,-0.703,2.939
506106,-0.732,2.959
506248,-0.762,2.959
506390,-0.811,2.939
506532,-0.771,2.881
506674,-0.703,2.822
506816,-0.752,2.666
506958,-0.713,2.559
507100,-0.830,2.471
507242,-0.869,2.373
507384,-0.742,2.275
507526,-0.801,2.178
507668,-0.664,2.061
507810,-0.840,1.963
507952,-0.742,1.855
508094,-0.693,1.738
508236,-0.742,1.611
508378,-0.791,1.465
508520,-0.771,1.309
508662,-0.664,1.162
508804,-0.723,1.006
508946,-0.693,0.830
509088,-0.703,0.674
509230,-0.791,0.527
509372,-0.664,0.391
509514,-0.771,0.244
509656,-0.664,0.117
509798,-0.752,-0.020
509940,-0.625,-0.146
510082,-0.654,-0.293
510224,-0.684,-0.420
510366,-0.625,-0.557
510508,-0.566,-0.664
510650,-0.615,-0.781
510792,-0.557,-0.898
510934,-0.508,-1.016
511076,-0.459,-1.113
511218,-0.439,-1.191
511360,-0.303,-1.279
511502,-0.381,-1.357
511644,-0.303,-1.455
511786,-0.176,-1.523
511928,-0.107,-1.582
512070,-0.088,-1.670
512212,-0.088,-1.719
512354,-0.059,-1.787
512496,-0.020,-1.865
512638,0.059,-1.914
512780,0.049,-2.002
512922,0.000,-2.061
513064,0.127,-2.129
513206,0.059,-2.188
513348,0.166,-2.227
513490,0.234,-2.256
513632,0.195,-2.314
513774,0.293,-2.344
513917,0.283,-2.393
514059,0.400,-2.422
514201,0.342,-2.441
514343,0.361,-2.480
514485,0.303,-2.510
514627,0.313,-2.549
514769,0.303,-2.578
514911,0.449,-2.598
515053,0.469,-2.637
515195,0.342,-2.686
515337,0.469,-2.725
515479,0.439,-2.793
515621,0.459,-2.852
515763,0.488,-2.930
515905,0.479,-2.979
516047,0.469,-3.008
516189,0.537,-2.998
516331,0.527,-2.988
516473,0.557,-2.959
516615,0.557,-2.900
516757,0.566,-2.793
516899,0.566,-2.666
517041,0.557,-2.568
517183,0.615,-2.471
517325,0.576,-2.363
517467,0.557,-2.256
517609,0.645,-2.158
517751,0.605,-2.041
517893,0.605,-1.934
518035,0.518,-1.846
518177,0.566,-1.699
518319,0.469,-1.582
518461,0.518,-1.426
518603,0.586,-1.279
518745,0.537,-1.123
518887,0.537,-0.947
519029,0.537,-0.771
519171,0.449,-0.635
519313,0.508,-0.498
519455,0.508,-0.332
519597,0.488,-0.205
519739,0.488,-0.078
519881,0.537,0.059
520023,0.508,0.195
520165,0.352,0.322
520307,0.430,0.469
520449,0.430,0.576
520591,0.352,0.703
520733,0.391,0.820
520875,0.273,0.928
521017,0.303,1.025
521159,0.264,1.123
521301,0.234,1.211
521443,0.078,1.299
521585,0.059,1.396
521727,-0.039,1.465
521869,0.000,1.553
522011,-0.068,1.611
522153,-0.156,1.680
522295,-0.107,1.758
522437,-0.264,1.807
522579,-0.215,1.885
522721,-0.156,1.953
522863,-0.371,2.012
523005,-0.293,2.080
523147,-0.332,2.148
523289,-0.430,2.207
523431,-0.400,2.227
523573,-0.400,2.275
523715,-0.498,2.314
523857,-0.469,2.354
523999,-0.518,2.373
524141,-0.547,2.422
524283,-0.615,2.432
524425,-0.488,2.461
524567,-0.547,2.500
524709,-0.527,2.529
524851,-0.586,2.559
524993,-0.625,2.588
525135,-0.635,2.656
525277,-0.518,2.705
525419,-0.703,2.754
525561,-0.723,2.832
525703,-0.664,2.891
525845,-0.625,2.949
525987,-0.684,2.979
526129,-0.762,2.998
526271,-0.781,2.979
526413,-0.811,2.949
526555,-0.742,2.900
526697,-0.771,2.813
526839,-0.693,2.686
526981,-0.732,2.559
527123,-0.820,2.490
527265,-0.762,2.373
527407,-0.781,2.266
527549,-0.801,2.158
527691,-0.791,2.070
527833,-0.879,1.963
527975,-0.752,1.846
528117,-0.732,1.738
528259,-0.752,1.602
528401,-0.674,1.465
528543,-0.742,1.318
528685,-0.762,1.152
528827,-0.713,0.986
528969,-0.703,0.820
529111,-0.742,0.664
529253,-0.732,0.518
529395,-0.732,0.361
529537,-0.723,0.244
529679,-0.674,0.098
529821,-0.635,-0.029
529963,-0.703,-0.156
530105,-0.586,-0.303
530247,-0.654,-0.420
530389,-0.605,-0.557
530531,-0.693,-0.684
530673,-0.557,-0.791
530815,-0.518,-0.908
530957,-0.518,-1.016
531099,-0.498,-1.133
531241,-0.488,-1.201
531383,-0.361,-1.289
531525,-0.322,-1.367
531667,-0.195,-1.455
531809,-0.205,-1.523
531951,-0.068,-1.592
532093,-0.127,-1.670
532235,0.020,-1.729
532377,-0.029,-1.807
532519,0.059,-1.855
532661,0.039,-1.924
532803,0.020,-2.012
532945,0.195,-2.070
533087,0.225,-2.129
533229,0.195,-2.188
533371,0.146,-2.227
533513,0.186,-2.285
533655,0.264,-2.324
533797,0.342,-2.363
533939,0.313,-2.393
534081,0.342,-2.432
534223,0.293,-2.461
534365,0.381,-2.490
534507,0.459,-2.510
534649,0.361,-2.549
534791,0.469,-2.578
534933,0.352,-2.607
535075,0.439,-2.646
535217,0.488,-2.695
535359,0.488,-2.744
535501,0.400,-2.822
535643,0.430,-2.881
535785,0.508,-2.949
535927,0.518,-2.988
536069,0.469,-3.027
536211,0.557,-3.018
536353,0.449,-2.998
536495,0.586,-2.969
536637,0.508,-2.920
536779,0.586,-2.783
536921,0.732,-2.676
537063,0.674,-2.568
537205,0.605,-2.471
537347,0.635,-2.363
537489,0.576,-2.266
537631,0.566,-2.148
537773,0.488,-2.051
537915,0.527,-1.924
538057,0.508,-1.816
538199,0.576,-1.689
538341,0.596,-1.563
538483,0.479,-1.416
538625,0.566,-1.279
538767,0.547,-1.113
538909,0.508,-0.938
539051,0.566,-0.762
539193,0.557,-0.635
539335,0.537,-0.479
539477,0.459,-0.332
539619,0.439,-0.195
539761,0.547,-0.088
539903,0.576,0.059
540045,0.488,0.205
540187,0.498,0.332
540329,0.410,0.479
540471,0.371,0.586
540613,0.400,0.723
540755,0.273,0.840
540897,0.342,0.928
541039,0.313,1.035
541181,0.146,1.133
541323,0.254,1.221
541465,0.225,1.318
541607,0.117,1.387
541750,0.049,1.475
541892,0.010,1.553
542034,-0.176,1.621
542176,-0.117,1.680
542318,-0.137,1.748
542460,-0.215,1.826
542602,-0.244,1.885
542744,-0.293,1.953
542886,-0.293,2.012
543028,-0.332,2.090
543170,-0.488,2.148
543312,-0.293,2.207
543454,-0.508,2.236
543596,-0.459,2.295
543738,-0.488,2.324
543880,-0.439,2.344
544022,-0.449,2.383
544164,-0.518,2.422
544306,-0.674,2.441
544448,-0.508,2.490
544590,-0.576,2.500
544732,-0.518,2.549
544874,-0.625,2.559
545016,-0.586,2.607
545158,-0.625,2.656
545300,-0.469,2.725
545442,-0.557,2.783
