,Канал: 0,Канал: 1
206250,0.26367188,-1.45507813
206500,0.28320313,-1.48437500
206750,0.30273438,-1.52343750
207000,0.36132813,-1.56250000
207250,0.39062500,-1.62109375
207500,0.42968750,-1.68945313
207750,0.43945313,-1.73828125
208000,0.49804688,-1.72851563
208250,0.54687500,-1.66015625
208500,0.55664063,-1.58203125
208750,0.57617188,-1.48437500
209000,0.55664063,-1.38671875
209250,0.57617188,-1.28906250
209500,0.55664063,-1.18164063
209750,0.52734375,-1.08398438
210000,0.53710938,-0.95703125
210250,0.52734375,-0.82031250
210500,0.51757813,-0.65429688
210750,0.48828125,-0.49804688
211000,0.46875000,-0.35156250
211250,0.47851563,-0.20507813
211500,0.44921875,-0.06835938
211750,0.41992188,0.04882813
212000,0.41992188,0.18554688
212250,0.42968750,0.33203125
212500,0.33203125,0.43945313
212750,0.30273438,0.57617188
213000,0.27343750,0.67382813
213250,0.23437500,0.78125000
213500,0.17578125,0.85937500
213750,0.11718750,0.92773438
214000,0.06835938,0.99609375
214250,-0.00976563,1.06445313
214500,-0.03906250,1.14257813
214750,-0.07812500,1.20117188
215000,-0.13671875,1.25000000
215250,-0.18554688,1.29882813
215500,-0.23437500,1.32812500
215750,-0.29296875,1.33789063
216000,-0.34179688,1.38671875
216250,-0.36132813,1.43554688
216500,-0.41015625,1.43554688
216750,-0.43945313,1.48437500
