,Канал: 0,Канал: 1
288500,0.479,0.762
288750,0.352,0.967
289000,0.508,1.152
289250,0.293,1.338
289500,0.205,1.514
289750,0.068,1.680
290000,-0.146,1.816
290250,-0.205,1.943
290500,-0.234,2.080
290750,-0.303,2.197
291000,-0.352,2.334
291250,-0.391,2.441
291500,-0.420,2.520
291750,-0.518,2.598
292000,-0.547,2.656
292250,-0.527,2.725
292500,-0.527,2.783
292750,-0.596,2.852
293000,-0.703,2.939
293250,-0.654,3.037
293500,-0.752,3.164
293750,-0.791,3.271
294000,-0.742,3.320
294250,-0.801,3.311
294500,-0.928,3.203
294750,-0.850,2.979
295000,-0.869,2.803
295250,-0.850,2.607
295500,-0.869,2.393
295750,-0.811,2.197
296000,-0.801,1.973
296250,-0.859,1.719
296500,-0.898,1.426
296750,-0.879,1.094
297000,-0.859,0.781
297250,-0.791,0.498
297500,-0.840,0.234
297750,-0.820,-0.029
298000,-0.820,-0.293
298250,-0.742,-0.547
298500,-0.684,-0.791
298750,-0.645,-0.996
299000,-0.625,-1.201
299250,-0.439,-1.367
299500,-0.322,-1.533
299750,-0.273,-1.689
300000,-0.176,-1.826
300250,-0.117,-1.953
300500,-0.088,-2.090
300750,0.117,-2.227
301000,0.127,-2.354
301250,0.156,-2.461
301500,0.078,-2.549
301750,0.244,-2.617
302000,0.283,-2.705
302250,0.469,-2.754
302500,0.322,-2.822
302750,0.361,-2.891
303000,0.449,-2.949
303250,0.449,-3.057
303500,0.469,-3.193
303750,0.518,-3.291
304000,0.439,-3.350
304250,0.596,-3.340
304500,0.518,-3.262
304750,0.645,-3.027
305000,0.596,-2.842
305250,0.576,-2.637
305500,0.518,-2.432
305750,0.576,-2.236
306000,0.605,-2.002
306250,0.674,-1.748
306500,0.508,-1.445
306750,0.566,-1.143
307000,0.635,-0.811
307250,0.547,-0.527
307500,0.625,-0.273
307750,0.488,0.000
308000,0.576,0.264
308250,0.557,0.518
308500,0.469,0.752
308750,0.488,0.967
309000,0.361,1.152
309250,0.254,1.328
309500,0.059,1.504
309750,-0.029,1.660
310000,-0.059,1.807
310250,-0.088,1.934
310500,-0.215,2.061
310750,-0.410,2.197
311000,-0.400,2.334
311250,-0.547,2.432
311500,-0.410,2.520
311750,-0.430,2.598
312000,-0.557,2.666
312250,-0.527,2.725
312500,-0.557,2.793
312750,-0.684,2.842
313000,-0.664,2.939
313250,-0.625,3.037
313500,-0.830,3.164
313750,-0.791,3.271
314000,-0.801,3.320
314250,-0.732,3.301
314500,-0.820,3.213
314750,-0.869,2.979
315000,-0.820,2.793
315250,-0.742,2.598
315500,-0.850,2.393
315750,-0.889,2.188
316000,-0.752,1.963
316250,-0.840,1.699
316500,-0.879,1.406
316750,-0.879,1.084
317000,-0.801,0.791
317250,-0.742,0.508
317500,-0.830,0.234
317750,-0.859,-0.029
318000,-0.908,-0.283
318250,-0.703,-0.547
318500,-0.664,-0.762
318750,-0.752,-0.986
319000,-0.723,-1.201
319250,-0.547,-1.357
319500,-0.391,-1.533
319750,-0.313,-1.689
320000,-0.313,-1.826
320250,-0.059,-1.953
320500,-0.049,-2.090
320750,0.049,-2.217
321000,0.049,-2.354
321250,0.156,-2.451
321500,0.303,-2.539
321750,0.146,-2.617
322000,0.244,-2.695
322250,0.313,-2.754
322500,0.391,-2.822
322750,0.322,-2.891
323000,0.527,-2.959
323250,0.420,-3.057
323500,0.449,-3.184
323750,0.410,-3.281
324000,0.518,-3.350
324250,0.488,-3.340
324500,0.566,-3.271
324750,0.586,-3.027
325000,0.576,-2.832
325250,0.625,-2.637
325500,0.625,-2.432
325750,0.527,-2.227
326000,0.615,-1.992
326250,0.596,-1.748
326500,0.508,-1.465
326750,0.508,-1.133
327000,0.479,-0.830
327250,0.557,-0.537
327500,0.566,-0.273
327750,0.703,-0.010
328000,0.566,0.244
328250,0.508,0.518
328500,0.449,0.752
328750,0.498,0.967
329000,0.293,1.152
329250,0.293,1.348
329500,0.225,1.514
329750,0.078,1.670
330000,-0.098,1.807
330250,-0.166,1.943
330500,-0.283,2.061
330750,-0.264,2.197
331000,-0.410,2.344
331250,-0.420,2.451
331500,-0.557,2.529
331750,-0.498,2.588
332000,-0.576,2.656
332250,-0.586,2.734
332500,-0.566,2.793
332750,-0.615,2.852
333000,-0.713,2.930
333250,-0.684,3.037
333500,-0.713,3.174
333750,-0.732,3.262
334000,-0.684,3.330
334250,-0.811,3.291
334500,-0.732,3.203
334750,-0.859,2.979
335000,-0.928,2.793
335250,-0.791,2.598
335500,-0.781,2.393
335750,-0.820,2.188
336000,-0.889,1.963
336250,-0.859,1.709
336500,-0.811,1.416
336750,-0.811,1.094
337000,-0.811,0.781
337250,-0.781,0.508
337500,-0.732,0.244
337750,-0.840,-0.020
338000,-0.713,-0.283
338250,-0.732,-0.537
338500,-0.732,-0.762
338750,-0.742,-0.996
339000,-0.557,-1.191
339250,-0.596,-1.348
339500,-0.352,-1.533
339750,-0.176,-1.689
340000,-0.078,-1.826
340250,-0.137,-1.963
340500,-0.078,-2.090
340750,0.010,-2.227
341000,0.078,-2.363
341250,0.166,-2.451
341500,0.195,-2.539
341750,0.303,-2.627
342000,0.254,-2.686
342250,0.352,-2.754
342500,0.322,-2.822
342750,0.479,-2.891
343000,0.449,-2.949
343250,0.449,-3.057
343500,0.498,-3.184
343750,0.469,-3.291
344000,0.488,-3.359
344250,0.605,-3.340
344500,0.674,-3.271
344750,0.615,-3.037
345000,0.498,-2.832
345250,0.605,-2.637
345500,0.615,-2.432
345750,0.566,-2.236
346000,0.586,-2.002
346250,0.518,-1.738
346500,0.557,-1.445
346750,0.547,-1.143
347000,0.576,-0.820
347250,0.537,-0.537
347500,0.537,-0.273
347750,0.635,-0.020
348000,0.547,0.254
348250,0.576,0.527
348500,0.498,0.752
348750,0.361,0.957
349000,0.352,1.162
349250,0.244,1.338
349500,0.156,1.504
349750,0.029,1.660
350000,-0.088,1.807
350250,-0.283,1.943
350500,-0.156,2.061
350750,-0.283,2.188
351000,-0.313,2.324
351250,-0.469,2.441
351500,-0.420,2.520
351750,-0.498,2.598
352000,-0.508,2.656
352250,-0.527,2.744
352500,-0.508,2.773
352750,-0.674,2.852
353000,-0.576,2.930
353250,-0.703,3.037
353500,-0.645,3.164
353750,-0.684,3.262
354000,-0.713,3.330
354250,-0.850,3.320
354500,-0.732,3.203
354750,-0.781,2.969
355000,-0.791,2.783
355250,-0.840,2.598
355500,-0.791,2.402
355750,-0.762,2.188
356000,-0.820,1.963
356250,-0.762,1.719
356500,-0.889,1.396
356750,-0.752,1.094
357000,-0.811,0.791
357250,-0.762,0.518
357500,-0.830,0.234
357750,-0.879,-0.020
358000,-0.723,-0.283
358250,-0.811,-0.527
358500,-0.732,-0.762
358750,-0.645,-1.006
359000,-0.527,-1.191
359250,-0.371,-1.357
359500,-0.313,-1.523
359750,-0.234,-1.680
360000,-0.176,-1.826
360250,-0.010,-1.953
360500,0.000,-2.090
360750,0.107,-2.217
361000,0.088,-2.354
361250,0.225,-2.461
361500,0.146,-2.549
361750,0.273,-2.607
362000,0.342,-2.695
362250,0.313,-2.754
362500,0.352,-2.822
362750,0.400,-2.881
363000,0.498,-2.959
363250,0.479,-3.047
363500,0.479,-3.184
363750,0.586,-3.291
364000,0.586,-3.350
364250,0.498,-3.350
364500,0.508,-3.252
364750,0.664,-3.047
365000,0.723,-2.842
365250,0.605,-2.637
365500,0.605,-2.441
365750,0.654,-2.227
366000,0.625,-2.002
366250,0.586,-1.738
366500,0.537,-1.465
366750,0.566,-1.152
367000,0.527,-0.830
367250,0.654,-0.537
367500,0.547,-0.273
367750,0.586,-0.010
368000,0.586,0.244
368250,0.498,0.518
368500,0.430,0.742
368750,0.439,0.957
369000,0.313,1.162
369250,0.176,1.338
369500,0.088,1.494
369750,0.137,1.670
370000,-0.068,1.797
370250,-0.303,1.943
370500,-0.264,2.070
370750,-0.205,2.207
371000,-0.391,2.324
371250,-0.371,2.441
371500,-0.557,2.520
371750,-0.459,2.588
372000,-0.469,2.666
372250,-0.547,2.725
372500,-0.625,2.793
372750,-0.635,2.842
373000,-0.693,2.939
373250,-0.635,3.047
373500,-0.811,3.174
373750,-0.742,3.281
374000,-0.742,3.330
374250,-0.732,3.311
374500,-0.791,3.213
374750,-0.898,2.979
375000,-0.752,2.793
375250,-0.889,2.598
375500,-0.811,2.402
375750,-0.830,2.207
376000,-0.781,1.982
376250,-0.928,1.709
376500,-0.771,1.406
376750,-0.850,1.104
377000,-0.820,0.791
377250,-0.889,0.508
377500,-0.752,0.244
377750,-0.771,-0.010
378000,-0.732,-0.273
378250,-0.723,-0.518
378500,-0.605,-0.771
378750,-0.645,-0.986
379000,-0.605,-1.191
379250,-0.576,-1.357
379500,-0.371,-1.523
379750,-0.273,-1.680
380000,-0.205,-1.826
380250,-0.107,-1.963
380500,-0.078,-2.070
380750,0.039,-2.207
381000,0.176,-2.344
381250,0.107,-2.461
381500,0.293,-2.539
381750,0.166,-2.617
382000,0.313,-2.695
382250,0.313,-2.754
382500,0.322,-2.832
382750,0.498,-2.891
383000,0.400,-2.959
383250,0.576,-3.066
383500,0.410,-3.193
383750,0.479,-3.291
384000,0.547,-3.359
384250,0.596,-3.340
384500,0.635,-3.262
384750,0.615,-3.057
385000,0.674,-2.842
385250,0.615,-2.646
385500,0.645,-2.441
385750,0.576,-2.236
386000,0.625,-2.012
386250,0.596,-1.748
386500,0.537,-1.465
386750,0.459,-1.143
387000,0.605,-0.830
387250,0.605,-0.537
387500,0.576,-0.264
387750,0.537,-0.010
388000,0.586,0.254
388250,0.449,0.518
388500,0.400,0.752
388750,0.391,0.957
389000,0.410,1.152
389250,0.234,1.338
389500,0.098,1.504
389750,-0.029,1.670
390000,-0.049,1.807
390250,-0.195,1.943
390500,-0.264,2.080
390750,-0.391,2.197
391000,-0.361,2.344
391250,-0.430,2.441
391500,-0.518,2.520
391750,-0.527,2.598
392000,-0.508,2.676
392250,-0.615,2.725
392500,-0.674,2.793
392750,-0.693,2.842
393000,-0.684,2.939
393250,-0.693,3.047
393500,-0.732,3.174
393750,-0.723,3.262
394000,-0.781,3.330
394250,-0.850,3.320
394500,-0.889,3.232
394750,-0.850,2.979
395000,-0.879,2.793
395250,-0.811,2.607
395500,-0.820,2.393
395750,-0.762,2.197
396000,-0.879,1.953
396250,-0.879,1.699
396500,-0.781,1.416
396750,-0.811,1.094
397000,-0.830,0.791
397250,-0.830,0.518
397500,-0.762,0.254
397750,-0.830,-0.020
398000,-0.869,-0.283
398250,-0.742,-0.537
398500,-0.781,-0.771
398750,-0.693,-0.996
399000,-0.762,-1.201
399250,-0.566,-1.367
399500,-0.332,-1.514
399750,-0.254,-1.680
400000,-0.156,-1.816
400250,-0.039,-1.963
400500,-0.039,-2.090
400750,-0.029,-2.227
401000,0.107,-2.354
401250,0.137,-2.451
401500,0.176,-2.549
401750,0.186,-2.607
402000,0.381,-2.695
402250,0.400,-2.754
402500,0.400,-2.813
402750,0.264,-2.881
403000,0.371,-2.949
403250,0.469,-3.057
403500,0.449,-3.174
403750,0.537,-3.291
404000,0.586,-3.350
404250,0.596,-3.350
404500,0.625,-3.271
404750,0.586,-3.057
405000,0.645,-2.842
405250,0.664,-2.646
405500,0.605,-2.451
405750,0.537,-2.236
406000,0.596,-2.002
406250,0.703,-1.758
406500,0.596,-1.455
406750,0.527,-1.152
407000,0.664,-0.830
407250,0.459,-0.557
407500,0.654,-0.273
407750,0.566,-0.010
408000,0.557,0.225
408250,0.537,0.508
408500,0.498,0.752
408750,0.430,0.957
409000,0.313,1.162
409250,0.332,1.338
409500,0.176,1.514
409750,0.029,1.670
410000,-0.039,1.816
410250,-0.225,1.953
410500,-0.254,2.080
410750,-0.244,2.197
411000,-0.410,2.344
411250,-0.449,2.441
411500,-0.508,2.529
411750,-0.410,2.607
412000,-0.498,2.676
412250,-0.635,2.734
412500,-0.664,2.793
412750,-0.596,2.861
413000,-0.596,2.939
413250,-0.674,3.047
413500,-0.693,3.164
413750,-0.635,3.262
414000,-0.869,3.330
414250,-0.908,3.320
414500,-0.850,3.223
414750,-0.879,2.998
415000,-0.840,2.803
415250,-0.791,2.598
415500,-0.850,2.402
415750,-0.879,2.207
416000,-0.840,1.973
416250,-0.879,1.699
416500,-0.811,1.416
416750,-0.732,1.113
417000,-0.771,0.791
417250,-0.791,0.518
417500,-0.771,0.254
417750,-0.898,-0.010
418000,-0.850,-0.283
418250,-0.762,-0.537
418500,-0.742,-0.752
418750,-0.654,-0.986
419000,-0.527,-1.191
419250,-0.586,-1.357
419500,-0.439,-1.514
419750,-0.352,-1.680
420000,-0.156,-1.816
420250,-0.137,-1.963
420500,-0.059,-2.090
420750,0.039,-2.227
421000,-0.039,-2.363
421250,0.117,-2.471
421500,0.127,-2.549
421750,0.117,-2.617
422000,0.273,-2.695
422250,0.332,-2.773
422500,0.449,-2.822
422750,0.391,-2.891
423000,0.449,-2.949
423250,0.400,-3.047
423500,0.430,-3.174
423750,0.488,-3.281
424000,0.547,-3.340
424250,0.488,-3.340
424500,0.605,-3.252
424750,0.576,-3.037
425000,0.488,-2.832
425250,0.645,-2.637
425500,0.566,-2.441
425750,0.537,-2.236
426000,0.586,-2.002
426250,0.615,-1.758
426500,0.479,-1.455
426750,0.557,-1.152
427000,0.605,-0.840
427250,0.566,-0.557
427500,0.469,-0.273
427750,0.449,-0.010
428000,0.479,0.254
428250,0.469,0.508
428500,0.498,0.742
428750,0.469,0.957
429000,0.313,1.143
429250,0.205,1.328
429500,0.215,1.504
429750,-0.049,1.670
430000,-0.156,1.816
430250,-0.166,1.934
430500,-0.322,2.080
430750,-0.371,2.207
431000,-0.244,2.334
431250,-0.439,2.441
431500,-0.459,2.520
431750,-0.508,2.607
432000,-0.576,2.666
432250,-0.635,2.725
432500,-0.645,2.793
432750,-0.693,2.852
433000,-0.723,2.939
433250,-0.693,3.018
433500,-0.742,3.145
433750,-0.762,3.252
434000,-0.820,3.311
434250,-0.801,3.301
434500,-0.830,3.213
434750,-0.850,2.979
435000,-0.898,2.793
435250,-0.820,2.607
435500,-0.869,2.402
435750,-0.869,2.197
436000,-0.830,1.963
436250,-0.850,1.709
436500,-0.752,1.416
436750,-0.811,1.084
437000,-0.869,0.781
437250,-0.762,0.508
437500,-0.684,0.244
437750,-0.869,-0.020
438000,-0.762,-0.283
438250,-0.732,-0.547
438500,-0.811,-0.771
438750,-0.703,-0.996
439000,-0.596,-1.191
439250,-0.508,-1.357
439500,-0.488,-1.523
439750,-0.303,-1.670
440000,-0.117,-1.826
440250,-0.010,-1.963
440500,-0.107,-2.100
440750,0.000,-2.217
441000,0.195,-2.354
441250,0.078,-2.471
441500,0.176,-2.549
441750,0.215,-2.617
442000,0.264,-2.686
442250,0.293,-2.754
442500,0.254,-2.813
442750,0.391,-2.881
443000,0.439,-2.949
443250,0.527,-3.037
443500,0.420,-3.154
443750,0.498,-3.262
444000,0.479,-3.330
444250,0.508,-3.340
444500,0.537,-3.252
444750,0.654,-3.037
445000,0.654,-2.842
445250,0.566,-2.646
445500,0.615,-2.441
445750,0.625,-2.236
446000,0.566,-2.012
446250,0.654,-1.748
446500,0.586,-1.455
446750,0.547,-1.143
447000,0.596,-0.830
447250,0.439,-0.547
447500,0.566,-0.273
447750,0.527,-0.010
448000,0.459,0.254
448250,0.508,0.498
448500,0.410,0.742
448750,0.352,0.957
449000,0.352,1.162
449250,0.225,1.328
449500,0.068,1.504
449750,0.059,1.670
450000,-0.088,1.807
450250,-0.176,1.934
450500,-0.215,2.070
450750,-0.352,2.207
451000,-0.352,2.324
451250,-0.439,2.441
451500,-0.488,2.520
451750,-0.527,2.598
452000,-0.547,2.676
452250,-0.635,2.725
452500,-0.625,2.793
452750,-0.693,2.852
453000,-0.703,2.930
453250,-0.732,3.027
453500,-0.752,3.135
453750,-0.791,3.252
454000,-0.752,3.301
454250,-0.928,3.301
454500,-0.820,3.203
454750,-0.869,2.979
455000,-0.898,2.793
455250,-0.850,2.607
455500,-0.879,2.402
455750,-0.918,2.197
456000,-0.781,1.963
456250,-0.928,1.709
456500,-0.879,1.416
456750,-0.791,1.094
457000,-0.742,0.791
457250,-0.781,0.518
457500,-0.840,0.254
457750,-0.811,-0.020
458000,-0.723,-0.293
458250,-0.693,-0.527
458500,-0.645,-0.762
458750,-0.596,-0.986
459000,-0.635,-1.201
459250,-0.518,-1.357
459500,-0.479,-1.523
459750,-0.313,-1.680
460000,-0.225,-1.816
460250,-0.029,-1.953
460500,-0.010,-2.090
460750,0.078,-2.227
461000,0.117,-2.363
461250,0.098,-2.451
461500,0.264,-2.539
461750,0.313,-2.617
462000,0.322,-2.705
462250,0.361,-2.764
462500,0.342,-2.822
462750,0.439,-2.871
463000,0.381,-2.949
463250,0.361,-3.037
463500,0.518,-3.164
463750,0.557,-3.262
464000,0.449,-3.320
464250,0.566,-3.340
464500,0.566,-3.262
464750,0.615,-3.037
465000,0.654,-2.842
465250,0.596,-2.637
465500,0.635,-2.422
465750,0.586,-2.227
466000,0.518,-2.002
466250,0.508,-1.748
466500,0.605,-1.465
466750,0.576,-1.133
467000,0.479,-0.830
467250,0.381,-0.547
467500,0.557,-0.264
467750,0.576,-0.010
468000,0.586,0.273
468250,0.479,0.498
468500,0.449,0.752
468750,0.459,0.967
469000,0.332,1.152
469250,0.283,1.328
469500,0.186,1.514
469750,-0.049,1.670
470000,-0.078,1.807
470250,-0.186,1.943
470500,-0.283,2.080
470750,-0.371,2.217
471000,-0.381,2.344
471250,-0.459,2.432
471500,-0.527,2.529
471750,-0.439,2.607
472000,-0.615,2.676
472250,-0.645,2.725
472500,-0.664,2.803
472750,-0.645,2.852
473000,-0.635,2.930
473250,-0.713,3.027
473500,-0.830,3.145
473750,-0.684,3.252
474000,-0.654,3.311
474250,-0.752,3.301
474500,-0.781,3.213
474750,-0.840,2.988
475000,-0.869,2.793
475250,-0.889,2.598
475500,-0.879,2.402
475750,-0.850,2.188
476000,-0.801,1.982
476250,-0.742,1.709
476500,-0.820,1.426
476750,-0.908,1.084
477000,-0.879,0.781
477250,-0.723,0.498
477500,-0.811,0.234
477750,-0.820,-0.020
478000,-0.850,-0.283
478250,-0.732,-0.547
478500,-0.684,-0.762
478750,-0.713,-0.986
479000,-0.586,-1.182
479250,-0.439,-1.367
479500,-0.342,-1.523
479750,-0.244,-1.680
480000,-0.098,-1.836
480250,-0.078,-1.953
480500,0.107,-2.090
480750,0.107,-2.227
481000,0.039,-2.363
481250,0.088,-2.461
481500,0.205,-2.549
481750,0.332,-2.637
482000,0.313,-2.705
482250,0.342,-2.764
482500,0.342,-2.842
482750,0.381,-2.891
483000,0.322,-2.959
483250,0.371,-3.047
483500,0.488,-3.164
483750,0.479,-3.271
484000,0.547,-3.340
484250,0.547,-3.330
484500,0.537,-3.262
484750,0.586,-3.047
485000,0.635,-2.832
485250,0.654,-2.646
485500,0.654,-2.441
485750,0.625,-2.227
486000,0.635,-2.002
486250,0.625,-1.748
486500,0.508,-1.465
486750,0.586,-1.133
487000,0.488,-0.840
487250,0.566,-0.537
487500,0.498,-0.273
487750,0.557,-0.010
488000,0.498,0.254
488250,0.488,0.518
488500,0.430,0.742
488750,0.391,0.967
489000,0.410,1.162
489250,0.156,1.338
489500,0.234,1.504
489750,0.068,1.660
490000,-0.039,1.807
490250,-0.127,1.953
490500,-0.273,2.080
490750,-0.361,2.217
491000,-0.381,2.334
491250,-0.498,2.441
491500,-0.557,2.529
491750,-0.586,2.607
492000,-0.576,2.676
492250,-0.654,2.725
492500,-0.547,2.793
492750,-0.635,2.842
493000,-0.801,2.939
493250,-0.635,3.027
493500,-0.752,3.154
493750,-0.723,3.262
494000,-0.781,3.311
494250,-0.771,3.301
494500,-0.840,3.223
494750,-0.908,2.988
495000,-0.859,2.793
495250,-0.791,2.598
495500,-0.938,2.412
495750,-0.801,2.188
496000,-0.938,1.982
496250,-0.811,1.729
496500,-0.830,1.426
496750,-0.732,1.094
497000,-0.762,0.791
497250,-0.791,0.508
497500,-0.879,0.244
497750,-0.762,-0.010
498000,-0.820,-0.283
498250,-0.742,-0.537
498500,-0.693,-0.771
498750,-0.654,-0.986
499000,-0.547,-1.201
499250,-0.488,-1.357
499500,-0.391,-1.514
499750,-0.479,-1.680
500000,-0.205,-1.836
500250,-0.059,-1.973
500500,-0.117,-2.090
500750,-0.029,-2.236
501000,0.020,-2.363
501250,0.117,-2.461
501500,0.313,-2.559
501750,0.332,-2.627
502000,0.195,-2.686
502250,0.264,-2.773
502500,0.371,-2.832
502750,0.352,-2.871
503000,0.410,-2.949
503250,0.488,-3.066
503500,0.498,-3.174
503750,0.420,-3.281
504000,0.586,-3.350
504250,0.596,-3.330
504500,0.645,-3.262
504750,0.527,-3.037
505000,0.615,-2.842
505250,0.645,-2.646
505500,0.537,-2.441
505750,0.605,-2.227
506000,0.537,-2.012
506250,0.547,-1.758
506500,0.518,-1.455
506750,0.557,-1.143
507000,0.498,-0.830
507250,0.537,-0.576
507500,0.566,-0.273
507750,0.488,-0.010
508000,0.557,0.254
508250,0.547,0.518
508500,0.508,0.742
508750,0.303,0.967
509000,0.371,1.162
509250,0.293,1.328
509500,0.088,1.514
509750,0.010,1.670
510000,-0.107,1.816
510250,-0.156,1.934
510500,-0.215,2.070
510750,-0.313,2.197
511000,-0.391,2.334
511250,-0.361,2.422
511500,-0.547,2.520
511750,-0.459,2.598
512000,-0.586,2.676
512250,-0.566,2.734
512500,-0.645,2.793
512750,-0.732,2.861
513000,-0.596,2.939
513250,-0.732,3.027
513500,-0.684,3.154
513750,-0.811,3.262
514000,-0.830,3.311
514250,-0.820,3.291
514500,-0.879,3.213
514750,-0.820,2.988
515000,-0.811,2.793
515250,-0.801,2.607
515500,-0.869,2.393
515750,-0.889,2.197
516000,-0.830,1.982
516250,-0.801,1.709
516500,-0.840,1.426
516750,-0.898,1.104
517000,-0.869,0.791
517250,-0.762,0.518
517500,-0.879,0.244
517750,-0.752,-0.029
518000,-0.859,-0.283
518250,-0.723,-0.547
518500,-0.703,-0.762
518750,-0.625,-0.986
519000,-0.645,-1.191
519250,-0.518,-1.367
519500,-0.439,-1.523
519750,-0.361,-1.680
520000,-0.254,-1.826
520250,-0.098,-1.953
520500,0.010,-2.090
520750,0.098,-2.236
521000,0.000,-2.363
521250,0.156,-2.461
521500,0.205,-2.549
521750,0.234,-2.617
522000,0.283,-2.695
522250,0.332,-2.773
522500,0.361,-2.832
522750,0.332,-2.881
523000,0.439,-2.949
523250,0.430,-3.047
523500,0.498,-3.164
523750,0.449,-3.262
524000,0.566,-3.330
524250,0.488,-3.311
524500,0.684,-3.242
524750,0.566,-3.018
525000,0.645,-2.832
525250,0.635,-2.637
525500,0.518,-2.432
525750,0.547,-2.236
526000,0.664,-2.012
526250,0.684,-1.748
526500,0.654,-1.445
526750,0.605,-1.143
527000,0.566,-0.820
527250,0.674,-0.547
527500,0.537,-0.264
527750,0.420,0.000
528000,0.479,0.264
528250,0.449,0.527
528500,0.439,0.752
528750,0.420,0.967
529000,0.342,1.152
529250,0.127,1.318
529500,0.127,1.504
529750,-0.039,1.660
530000,-0.010,1.797
530250,-0.166,1.943
530500,-0.273,2.070
530750,-0.303,2.207
531000,-0.371,2.344
531250,-0.400,2.432
531500,-0.410,2.529
531750,-0.576,2.607
532000,-0.566,2.666
532250,-0.586,2.744
532500,-0.557,2.793
532750,-0.605,2.842
533000,-0.713,2.910
533250,-0.635,3.008
533500,-0.703,3.145
533750,-0.732,3.242
534000,-0.732,3.301
534250,-0.908,3.271
534500,-0.918,3.184
534750,-0.811,2.969
535000,-0.947,2.803
535250,-0.967,2.588
535500,-0.762,2.402
535750,-0.898,2.207
536000,-0.850,1.973
536250,-0.850,1.719
536500,-0.791,1.426
536750,-0.850,1.104
537000,-0.908,0.791
537250,-0.781,0.508
537500,-0.703,0.225
537750,-0.674,-0.010
538000,-0.703,-0.283
538250,-0.781,-0.547
538500,-0.801,-0.771
538750,-0.664,-0.986
539000,-0.664,-1.191
539250,-0.615,-1.367
539500,-0.449,-1.533
539750,-0.283,-1.670
540000,-0.195,-1.816
540250,-0.107,-1.953
540500,0.000,-2.090
540750,0.088,-2.207
541000,0.059,-2.354
541250,0.156,-2.441
541500,0.156,-2.539
541750,0.215,-2.617
542000,0.293,-2.686
542250,0.225,-2.754
542500,0.352,-2.822
542750,0.361,-2.881
543000,0.410,-2.939
543250,0.381,-3.047
543500,0.508,-3.174
543750,0.488,-3.271
544000,0.498,-3.330
544250,0.527,-3.311
544500,0.576,-3.262
544750,0.654,-3.037
545000,0.615,-2.832
545250,0.654,-2.637
545500,0.557,-2.451
545750,0.732,-2.236
546000,0.537,-2.012
546250,0.645,-1.748
546500,0.537,-1.455
546750,0.615,-1.133
547000,0.615,-0.830
547250,0.615,-0.537
547500,0.518,-0.273
547750,0.527,-0.010
548000,0.488,0.264
548250,0.605,0.518
548500,0.381,0.752
548750,0.469,0.957
549000,0.391,1.143
549250,0.293,1.318
549500,0.088,1.504
549750,-0.088,1.670
550000,-0.098,1.807
550250,-0.215,1.934
550500,-0.244,2.051
550750,-0.322,2.188
551000,-0.391,2.324
551250,-0.361,2.432
551500,-0.410,2.510
551750,-0.498,2.588
552000,-0.469,2.666
552250,-0.645,2.734
552500,-0.625,2.783
552750,-0.723,2.852
553000,-0.713,2.910
553250,-0.703,3.037
553500,-0.781,3.135
553750,-0.713,3.252
554000,-0.762,3.311
554250,-0.781,3.301
554500,-0.742,3.213
554750,-0.889,2.988
555000,-0.908,2.793
555250,-0.859,2.598
555500,-0.850,2.393
555750,-0.859,2.197
556000,-0.801,1.973
556250,-0.840,1.709
556500,-0.811,1.416
556750,-0.908,1.104
557000,-0.742,0.791
557250,-0.830,0.518
557500,-0.762,0.254
557750,-0.850,-0.010
558000,-0.859,-0.273
558250,-0.752,-0.527
558500,-0.684,-0.771
558750,-0.684,-0.986
559000,-0.664,-1.191
559250,-0.498,-1.357
559500,-0.439,-1.543
559750,-0.303,-1.670
560000,-0.137,-1.816
560250,-0.049,-1.943
560500,-0.039,-2.080
560750,0.127,-2.217
561000,0.137,-2.354
561250,0.166,-2.461
561500,0.127,-2.529
561750,0.225,-2.617
562000,0.293,-2.686
562250,0.332,-2.754
562500,0.303,-2.813
562750,0.459,-2.881
563000,0.381,-2.949
563250,0.537,-3.057
563500,0.527,-3.193
563750,0.518,-3.291
564000,0.557,-3.350
564250,0.557,-3.350
564500,0.635,-3.262
564750,0.605,-3.057
565000,0.576,-2.842
565250,0.645,-2.646
565500,0.664,-2.441
565750,0.576,-2.246
566000,0.615,-2.012
566250,0.557,-1.758
566500,0.615,-1.465
566750,0.605,-1.143
567000,0.527,-0.830
567250,0.527,-0.547
567500,0.527,-0.264
567750,0.488,-0.010
568000,0.400,0.244
568250,0.488,0.518
568500,0.459,0.752
568750,0.430,0.967
569000,0.313,1.152
569250,0.303,1.338
569500,0.088,1.504
569750,0.020,1.660
570000,-0.137,1.807
570250,-0.303,1.934
570500,-0.234,2.070
570750,-0.352,2.197
571000,-0.313,2.324
571250,-0.439,2.432
571500,-0.527,2.510
571750,-0.635,2.607
572000,-0.469,2.656
572250,-0.566,2.715
572500,-0.566,2.783
572750,-0.645,2.852
573000,-0.645,2.939
573250,-0.684,3.047
573500,-0.723,3.174
573750,-0.791,3.271
574000,-0.830,3.330
574250,-0.879,3.301
574500,-0.762,3.213
574750,-0.879,2.988
575000,-0.898,2.803
575250,-0.918,2.607
575500,-0.879,2.412
575750,-0.840,2.207
576000,-0.830,1.963
576250,-0.830,1.709
576500,-0.771,1.416
576750,-0.908,1.104
577000,-0.791,0.791
577250,-0.820,0.518
577500,-0.889,0.244
577750,-0.850,-0.010
578000,-0.781,-0.283
578250,-0.742,-0.527
