ангстремы	R	G_1	G_2	B
5237.196955	-115.023937	-0.657380	-3.630734	-51.625042
5237.239082	-115.017025	-0.958110	-3.790795	-51.648842
5237.281211	-115.038920	-1.294543	-3.995784	-51.679554
5237.323340	-115.103446	-1.524950	-4.143149	-51.716025
5237.365471	-115.140315	-1.750734	-4.272070	-51.753646
5237.407603	-115.201378	-1.958070	-4.403288	-51.810852
5237.449737	-115.265893	-2.097418	-4.521825	-51.855381
5237.491871	-115.340772	-2.211412	-4.632290	-51.857279
5237.534007	-115.420256	-2.325400	-4.683993	-51.851113
5237.576144	-115.502038	-2.445140	-4.713805	-51.884116
5237.618283	-115.579207	-2.570633	-4.787391	-51.890622
5237.660423	-115.629877	-2.694967	-4.875947	-51.892519
5237.702564	-115.635619	-2.768608	-4.932245	-51.917454
5237.744706	-115.611411	-2.891777	-5.063411	-51.968881
5237.786849	-115.579141	-2.995356	-5.224518	-52.016849
5237.828994	-115.542266	-3.136939	-5.357971	-52.049841
5237.871140	-115.530733	-3.311915	-5.504086	-52.066705
5237.913288	-115.531869	-3.505309	-5.650192	-52.113514
5237.955436	-115.523791	-3.704450	-5.880365	-52.163776
5237.997586	-115.519168	-3.836781	-6.113978	-52.196759
5238.039737	-115.503030	-3.936858	-6.300360	-52.240104
5238.081890	-115.504166	-4.068023	-6.416483	-52.293812
5238.124043	-115.531788	-4.232576	-6.538357	-52.315272
5238.166198	-115.582439	-4.348754	-6.630283	-52.302185
5238.208354	-115.641147	-4.468379	-6.719901	-52.284492
5238.250512	-115.687185	-4.569574	-6.818726	-52.279467
5238.292671	-115.738978	-4.660400	-6.912938	-52.299773
5238.334831	-115.772345	-4.761583	-6.994480	-52.287839
5238.376992	-115.789591	-4.823614	-7.010389	-52.296630
5238.419154	-115.786111	-4.988109	-7.040113	-52.275486
5238.461318	-115.796448	-5.152594	-7.035296	-52.247436
5238.503483	-115.792968	-5.226120	-7.078832	-52.215933
5238.545650	-115.799849	-5.258197	-7.093586	-52.198246
5238.587817	-115.771043	-5.292575	-7.078407	-52.209341
5238.629986	-115.753750	-5.339613	-7.024090	-52.241156
5238.672156	-115.728400	-5.340604	-7.008914	-52.277573
5238.714328	-115.653555	-5.334688	-6.985682	-52.323196
5238.756500	-115.579865	-5.318413	-6.929070	-52.405651
5238.798674	-115.530351	-5.340123	-6.916201	-52.477741
5238.840849	-115.492349	-5.295074	-6.835424	-52.593564
5238.883026	-115.462407	-5.236216	-6.820256	-52.697871
5238.925204	-115.430164	-5.257926	-6.806241	-52.796416
5238.967383	-115.369150	-5.338330	-6.855524	-52.894956
5239.009563	-115.319649	-5.446349	-6.951989	-52.972775
5239.051744	-115.249436	-5.544004	-7.084123	-53.010310
5239.093927	-115.194187	-5.722208	-7.181726	-53.046692
5239.136111	-115.186122	-5.905003	-7.297735	-53.046249
5239.178297	-115.174605	-6.046363	-7.465519	-52.998626
5239.220483	-115.159636	-6.169303	-7.588416	-52.940650
5239.262671	-115.151572	-6.300290	-7.809111	-52.867719
5239.304860	-115.132002	-6.455432	-8.030942	-52.809751
5239.347051	-115.133144	-6.565693	-8.266567	-52.770194
5239.389242	-115.168801	-6.632226	-8.463060	-52.716834
5239.431435	-115.250476	-6.690703	-8.669896	-52.673831
5239.473630	-115.330996	-6.739971	-8.888223	-52.657292
5239.515825	-115.412661	-6.736318	-9.145653	-52.623497
5239.558022	-115.465561	-6.740717	-9.380058	-52.619614
5239.600220	-115.529961	-6.787679	-9.636307	-52.650243
5239.642419	-115.593207	-6.853043	-9.878736	-52.690072
5239.684620	-115.656448	-6.894248	-10.088942	-52.735650
5239.726822	-115.734640	-6.952704	-10.268079	-52.757069
5239.769025	-115.801324	-7.014607	-10.448355	-52.770436
5239.811229	-115.841550	-7.077656	-10.644723	-52.807956
5239.853435	-115.836917	-7.157954	-10.815776	-52.835122
5239.895642	-115.854136	-7.239397	-10.954615	-52.870338
5239.937850	-115.862154	-7.312785	-11.038242	-52.910151
5239.980059	-115.894322	-7.375818	-11.133364	-52.944212
5240.022270	-115.910388	-7.436547	-11.191681	-52.980571
5240.064482	-115.913803	-7.482323	-11.317842	-53.006577
5240.106695	-115.918367	-7.605142	-11.411797	-53.022233
5240.148910	-115.893033	-7.677358	-11.493098	-53.081584
5240.191125	-115.847003	-7.748419	-11.507701	-53.152430
5240.233343	-115.797526	-7.825226	-11.497006	-53.183027
5240.275561	-115.756101	-7.873282	-11.440320	-53.209023
5240.317780	-115.715827	-7.950080	-11.410082	-53.208573
5240.360001	-115.670957	-8.056767	-11.399391	-53.205823
5240.402223	-115.596197	-8.148501	-11.357659	-53.190427
5240.444447	-115.539836	-8.210338	-11.295235	-53.153188
5240.486672	-115.496125	-8.279069	-11.177633	-53.118250
5240.528897	-115.447817	-8.259277	-11.077281	-53.089062
5240.571125	-115.415606	-8.256729	-11.020619	-53.028838
5240.613353	-115.419033	-8.239238	-11.022587	-52.938729
5240.655583	-115.451196	-8.218299	-11.037199	-52.896905
5240.697814	-115.477610	-8.189316	-11.090892	-52.850485
5240.740046	-115.476436	-8.104012	-11.118145	-52.817861
5240.782280	-115.484457	-8.034805	-11.128155	-52.792136
5240.824515	-115.515465	-8.001232	-11.116326	-52.753768
5240.866751	-115.547620	-7.989498	-11.103350	-52.714254
5240.908988	-115.570578	-7.935241	-11.112210	-52.703474
5240.951227	-115.601580	-7.889032	-11.094637	-52.712233
5240.993467	-115.647519	-7.855467	-11.015007	-52.731333
5241.035708	-115.667025	-7.834546	-10.876774	-52.767670
5241.077950	-115.637115	-7.795239	-10.705223	-52.761487
5241.120194	-115.612953	-7.743294	-10.527937	-52.774838
5241.162439	-115.612923	-7.736167	-10.341469	-52.776698
5241.204685	-115.607147	-7.663544	-10.169950	-52.769365
5241.246933	-115.585286	-7.543816	-10.054743	-52.775821
5241.289182	-115.548489	-7.421798	-9.931500	-52.814448
5241.331432	-115.511694	-7.331957	-9.756562	-52.792178
5241.373683	-115.474900	-7.266249	-9.601165	-52.717060
5241.415936	-115.420876	-7.191353	-9.446927	-52.630457
5241.458190	-115.376046	-7.110718	-9.328313	-52.532372
5241.500445	-115.382915	-7.030088	-9.249913	-52.465310
5241.542701	-115.392080	-6.967843	-9.178411	-52.397103
5241.584959	-115.386311	-6.832082	-9.106914	-52.339238
5241.627218	-115.392030	-6.703222	-9.015892	-52.313541
5241.669478	-115.408086	-6.592748	-8.876632	-52.293589
5241.711740	-115.425289	-6.465052	-8.741975	-52.254110
5241.754003	-115.456274	-6.310945	-8.621110	-52.277808
5241.796267	-115.458544	-6.152254	-8.485320	-52.360080
5241.838532	-115.442436	-5.976344	-8.371360	-52.474506
5241.880799	-115.463081	-5.779771	-8.256259	-52.593519
5241.923067	-115.475686	-5.614219	-8.130828	-52.696447
5241.965336	-115.485993	-5.450974	-7.978992	-52.812001
5242.007606	-115.484815	-5.380758	-7.837499	-52.916063
5242.049878	-115.488230	-5.355333	-7.729318	-52.996005
5242.092151	-115.491645	-5.301200	-7.651000	-53.078237
5242.134425	-115.497357	-5.253961	-7.612876	-53.142093
5242.176701	-115.492733	-5.227393	-7.637909	-53.165755
5242.218977	-115.517964	-5.198530	-7.674422	-53.132005
5242.261255	-115.576490	-5.182299	-7.699451	-53.063812
5242.303535	-115.569567	-5.169514	-7.763515	-52.994475
5242.345815	-115.539683	-5.110804	-7.778207	-52.938919
5242.388097	-115.499468	-5.033729	-7.819304	-52.842035
5242.430380	-115.493696	-4.888924	-7.885655	-52.773858
5242.472665	-115.446596	-4.715427	-7.934783	-52.693057
5242.514951	-115.410979	-4.576380	-7.955207	-52.619149
5242.557237	-115.387991	-4.451117	-7.935453	-52.549837
5242.599526	-115.360412	-4.333897	-7.825015	-52.487417
5242.641815	-115.324800	-4.221275	-7.718028	-52.459436
5242.684106	-115.278859	-4.115547	-7.642038	-52.416535
5242.726398	-115.262764	-4.077545	-7.517845	-52.416106
5242.768691	-115.255852	-4.119890	-7.457935	-52.385834
5242.810986	-115.267304	-4.184039	-7.359005	-52.377371
5242.853282	-115.263835	-4.287206	-7.203844	-52.328739
5242.895579	-115.308568	-4.397253	-7.033773	-52.305358
5242.937877	-115.332640	-4.529098	-6.919946	-52.279684
5242.980177	-115.347530	-4.660935	-6.821045	-52.284996
5243.022478	-115.367010	-4.798502	-6.835758	-52.298340
5243.064780	-115.387636	-4.956717	-6.832109	-52.297914
5243.107084	-115.404817	-5.120659	-6.838789	-52.352567
5243.149389	-115.419703	-5.273117	-6.852352	-52.346401
5243.191695	-115.446062	-5.376226	-6.872800	-52.379248
5243.234002	-115.473566	-5.481624	-6.934552	-52.429304
5243.276311	-115.509101	-5.647825	-7.085794	-52.529840
5243.318621	-115.526275	-5.851878	-7.282919	-52.623487
5243.360932	-115.545743	-6.045593	-7.468560	-52.710244
5243.403244	-115.544560	-6.237002	-7.703522	-52.777492
5243.445558	-115.552554	-6.437577	-7.883403	-52.830970
5243.487873	-115.554811	-6.653054	-8.120632	-52.909682
5243.530189	-115.565098	-6.912108	-8.360141	-52.959711
5243.572507	-115.592591	-7.149353	-8.607666	-53.026943
5243.614825	-115.587964	-7.398053	-8.856323	-53.084995
5243.657145	-115.568426	-7.680003	-9.112994	-53.126984
5243.699467	-115.532830	-7.877058	-9.323769	-53.107033
5243.741789	-115.508707	-8.040838	-9.496682	-53.080201
5243.784113	-115.481143	-8.217224	-9.674171	-53.071721
5243.826438	-115.485695	-8.407363	-9.839034	-53.059801
5243.868765	-115.484512	-8.596344	-10.044028	-53.078847
5243.911093	-115.489063	-8.748614	-10.220338	-53.096745
5243.953422	-115.479851	-8.827480	-10.370262	-53.111202
5243.995752	-115.448852	-8.915515	-10.553432	-53.131391
5244.038083	-115.463724	-9.039094	-10.729711	-53.171074
5244.080416	-115.498088	-9.146612	-10.926620	-53.206167
5244.122750	-115.533597	-9.280496	-11.137277	-53.300885
5244.165086	-115.559931	-9.445331	-11.386907	-53.395597
5244.207422	-115.605755	-9.567732	-11.680092	-53.462785
5244.249760	-115.644696	-9.677514	-11.933130	-53.528822
5244.292099	-115.687075	-9.780410	-12.123094	-53.582243
5244.334440	-115.720279	-9.903936	-12.333684	-53.618464
5244.376782	-115.750042	-10.128343	-12.577507	-53.669586
5244.419125	-115.782095	-10.381398	-12.773167	-53.736756
5244.461469	-115.770584	-10.559921	-12.927544	-53.740869
5244.503815	-115.738439	-10.718946	-13.056693	-53.744983
5244.546161	-115.716612	-10.882547	-13.189273	-53.714706
5244.588510	-115.684470	-10.981946	-13.285163	-53.694748
5244.630859	-115.645453	-11.100825	-13.279032	-53.670206
5244.673210	-115.601852	-11.220843	-13.271755	-53.667443
5244.715562	-115.560547	-11.346585	-13.329810	-53.631442
5244.757915	-115.536436	-11.436789	-13.340870	-53.589712
5244.800269	-115.553586	-11.408938	-13.302647	-53.521623
5244.842625	-115.590219	-11.314616	-13.295370	-53.428325
5244.884982	-115.673837	-11.274164	-13.317890	-53.372852
5244.927340	-115.763179	-11.253196	-13.311759	-53.320820
5244.969700	-115.850224	-11.228792	-13.228848	-53.288273
5245.012061	-115.952161	-11.239913	-13.141358	-53.248852
5245.054423	-116.055238	-11.252179	-13.065333	-53.203704
5245.096786	-116.156017	-11.248403	-12.988166	-53.134495
5245.139151	-116.237310	-11.205668	-12.815900	-53.112269
5245.181517	-116.299119	-11.161790	-12.672288	-53.088899
5245.223884	-116.310511	-11.129373	-12.519520	-53.075842
5245.266253	-116.298987	-11.104977	-12.348429	-53.093721
5245.308623	-116.255385	-11.038192	-12.165891	-53.116181
5245.350994	-116.200328	-10.921002	-12.022317	-53.150097
5245.393366	-116.121216	-10.709877	-11.962382	-53.167971
5245.435740	-116.034090	-10.489601	-11.916198	-53.174389
5245.478115	-115.933222	-10.237262	-11.873453	-53.224337
5245.520491	-115.840378	-9.980356	-11.798636	-53.276574
5245.562868	-115.768159	-9.726902	-11.742152	-53.284132
5245.605247	-115.691362	-9.474609	-11.635271	-53.295127
5245.647627	-115.648933	-9.171932	-11.506633	-53.312994
5245.690008	-115.605360	-8.810859	-11.332188	-53.293062
5245.732391	-115.559499	-8.431482	-11.164625	-53.259386
5245.774775	-115.533111	-8.036094	-10.924917	-53.194789
5245.817160	-115.531921	-7.748386	-10.597037	-53.137068
5245.859546	-115.508971	-7.437790	-10.242836	-53.099964
5245.901934	-115.506636	-7.167295	-9.849719	-53.005602
5245.944323	-115.483688	-6.901398	-9.497852	-52.900939
5245.986713	-115.432112	-6.666435	-9.139136	-52.828346
5246.029105	-115.406877	-6.436067	-8.799908	-52.766063
5246.071497	-115.362177	-6.313350	-8.508793	-52.672867
5246.113892	-115.320914	-6.250183	-8.245178	-52.585402
5246.156287	-115.273929	-6.140074	-7.939212	-52.479622
5246.198684	-115.218932	-6.028826	-7.640135	-52.394457
5246.241081	-115.159358	-5.827136	-7.388019	-52.282965
5246.283481	-115.120396	-5.609428	-7.141642	-52.140566
5246.325881	-115.060829	-5.360823	-6.943364	-52.037102
5246.368283	-114.995540	-5.109943	-6.727926	-51.938223
5246.410686	-114.947428	-4.768638	-6.551424	-51.813019
5246.453090	-114.884436	-4.405604	-6.338301	-51.708429
5246.495496	-114.814580	-4.001381	-6.103440	-51.648489
5246.537902	-114.755029	-3.546816	-5.904079	-51.594277
5246.580311	-114.717231	-3.168971	-5.732202	-51.560671
5246.622720	-114.665700	-2.827776	-5.609554	-51.533936
5246.665131	-114.610737	-2.570158	-5.483479	-51.528949
5246.707543	-114.572946	-2.370927	-5.334522	-51.544564
5246.749956	-114.524857	-2.153396	-5.170694	-51.563612
5246.792370	-114.528272	-1.933589	-5.009165	-51.581514
5246.834786	-114.540843	-1.805352	-4.821323	-51.625738
5246.877203	-114.556846	-1.726333	-4.698725	-51.617315
5246.919622	-114.585436	-1.630152	-4.584145	-51.594016
5246.962041	-114.622035	-1.577463	-4.371157	-51.602761
5247.004462	-114.647188	-1.563684	-4.170770	-51.618370
5247.046884	-114.697513	-1.545328	-3.955519	-51.632834
5247.089308	-114.744403	-1.472050	-3.756301	-51.648441
5247.131733	-114.763829	-1.390766	-3.607440	-51.666336
5247.174159	-114.810713	-1.355255	-3.460876	-51.671644
5247.216586	-114.812973	-1.344916	-3.279997	-51.706699
5247.259014	-114.795783	-1.293391	-3.134596	-51.724590
5247.301444	-114.770585	-1.201826	-2.943441	-51.784811
5247.343875	-114.744245	-1.148020	-2.748866	-51.838164
5247.386308	-114.711041	-1.091929	-2.651542	-51.850330
5247.428742	-114.662969	-0.977499	-2.564520	-51.889949
5247.471176	-114.588588	-0.833333	-2.471784	-51.910120
5247.513613	-114.518787	-0.715486	-2.359607	-51.948592
5247.556050	-114.470724	-0.553035	-2.244005	-51.981342
5247.598489	-114.429526	-0.363142	-2.134130	-52.004939
5247.640929	-114.400913	-0.168685	-2.128346	-52.020528
5247.683371	-114.388314	-0.034859	-2.124851	-52.049841
5247.725813	-114.386009	0.068077	-2.187692	-52.041410
5247.768257	-114.379129	0.173295	-2.282553	-52.018111
5247.810702	-114.324216	0.277363	-2.407143	-52.003962
5247.853149	-114.281886	0.380281	-2.531726	-51.938351
5247.895597	-114.258999	0.414578	-2.639147	-51.895616
5247.938046	-114.244118	0.431719	-2.735127	-51.825437
5247.980496	-114.208655	0.416840	-2.818521	-51.774703
5248.022948	-114.141176	0.390527	-2.944220	-51.733120
5248.065400	-114.078275	0.392802	-2.986439	-51.648088
5248.107855	-114.007373	0.477403	-2.957764	-51.541336
5248.150310	-113.931902	0.583724	-2.906222	-51.484899
5248.192767	-113.859866	0.725482	-2.795229	-51.457050
5248.235225	-113.840426	0.893528	-2.573342	-51.446352
5248.277684	-113.852999	1.029551	-2.328602	-51.450517
5248.320145	-113.866715	1.194148	-2.122747	-51.463827
5248.362607	-113.871283	1.395317	-1.947771	-51.493142
5248.405070	-113.901002	1.570182	-1.783095	-51.493876
5248.447534	-113.946722	1.755324	-1.588706	-51.493466
5248.490000	-113.967291	1.913020	-1.402331	-51.534208
5248.532467	-113.997003	1.992978	-1.282266	-51.616099
5248.574935	-114.041573	2.050070	-1.137061	-51.646547
5248.617405	-114.098713	2.076297	-1.044443	-51.681566
5248.659875	-114.153564	2.006513	-1.029553	-51.697152
5248.702347	-114.167265	1.935590	-1.011235	-51.725309
5248.744821	-114.184394	1.864672	-0.966632	-51.715749
5248.787295	-114.203808	1.768615	-0.938031	-51.694760
5248.829771	-114.212934	1.706848	-0.894575	-51.674916
5248.872249	-114.238060	1.617658	-0.847693	-51.679071
5248.914727	-114.304323	1.522760	-0.845382	-51.703796
5248.957207	-114.368296	1.455293	-0.840785	-51.703379
5248.999688	-114.408269	1.411827	-0.862471	-51.724674
5249.042170	-114.418530	1.363792	-0.894440	-51.707116
5249.084654	-114.427648	1.355753	-0.895555	-51.705557
5249.127139	-114.452761	1.353427	-0.865821	-51.693714
5249.169625	-114.479015	1.328250	-0.879506	-51.686442
5249.212113	-114.501840	1.288221	-0.876051	-51.698593
5249.254601	-114.529233	1.248195	-0.893162	-51.735878
5249.297091	-114.556625	1.226451	-0.937691	-51.727463
5249.339583	-114.566878	1.240123	-0.928524	-51.673351
5249.382075	-114.573704	1.280069	-0.898793	-51.629524
5249.424569	-114.582813	1.272034	-0.846218	-51.575418
5249.467064	-114.612484	1.265142	-0.736530	-51.575004
5249.509561	-114.637583	1.269673	-0.658833	-51.566595
5249.552058	-114.668392	1.267350	-0.665666	-51.566181
5249.594557	-114.667217	1.282160	-0.667931	-51.595466
5249.637058	-114.686601	1.312961	-0.677048	-51.593909
5249.679559	-114.683141	1.309495	-0.673601	-51.576362
5249.722062	-114.648844	1.308313	-0.629039	-51.606785
5249.764566	-114.604271	1.262590	-0.630162	-51.646343
5249.807072	-114.565410	1.190604	-0.626716	-51.659631
5249.849578	-114.543681	1.158592	-0.608425	-51.690049
5249.892086	-114.502540	1.104884	-0.658654	-51.675928
5249.934596	-114.457975	1.048896	-0.692892	-51.674369
5249.977106	-114.379156	1.038587	-0.713426	-51.662532
5250.019618	-114.306051	1.035130	-0.707695	-51.616441
5250.062131	-114.219248	0.989425	-0.663142	-51.597756
5250.104646	-114.147293	0.973410	-0.609457	-51.592773
5250.147161	-114.089044	0.911725	-0.566052	-51.542121
5250.189678	-114.027373	0.905989	-0.508948	-51.497179
5250.232196	-113.959997	0.880845	-0.495232	-51.456808
5250.274716	-113.881209	0.842002	-0.569425	-51.407305
5250.317237	-113.834390	0.880791	-0.579683	-51.382921
5250.359759	-113.777300	0.966384	-0.599072	-51.320866
5250.402282	-113.753319	1.000602	-0.567091	-51.258815
5250.444807	-113.763584	1.063356	-0.548809	-51.237862
5250.487333	-113.765859	1.176331	-0.562491	-51.195222
5250.529860	-113.773840	1.287017	-0.609273	-51.130897
5250.572389	-113.777255	1.454767	-0.685730	-51.087121
5250.614918	-113.792083	1.542610	-0.762182	-51.063893
5250.657449	-113.800062	1.660123	-0.830640	-51.038384
5250.699982	-113.806900	1.795889	-0.835181	-51.035702
5250.742516	-113.793193	1.836921	-0.856840	-51.017043
5250.785050	-113.780629	1.802628	-0.859096	-51.022350
5250.827587	-113.772630	1.796868	-0.903578	-51.057329
5250.870124	-113.732678	1.778555	-0.905833	-51.068341
5250.912663	-113.685882	1.740843	-0.935475	-51.102175
5250.955203	-113.629960	1.681453	-0.921754	-51.157688
5250.997744	-113.576322	1.580988	-0.881788	-51.248572
5251.040287	-113.528393	1.566106	-0.825851	-51.310923
5251.082831	-113.483890	1.526124	-0.737968	-51.421193
5251.125376	-113.442813	1.472452	-0.640963	-51.507496
5251.167923	-113.409724	1.484958	-0.578192	-51.600639
5251.210470	-113.393751	1.545381	-0.533679	-51.699481
5251.253019	-113.364088	1.590969	-0.456084	-51.766373
5251.295570	-113.341271	1.576090	-0.408155	-51.820711
5251.338121	-113.333287	1.581747	-0.306612	-51.846526
5251.380674	-113.318458	1.625048	-0.248423	-51.856368
5251.423229	-113.309333	1.717398	-0.145750	-51.810314
5251.465784	-113.299068	1.770959	-0.044223	-51.792781
5251.508341	-113.301351	1.889535	0.057297	-51.720496
5251.550899	-113.305915	2.025213	0.190749	-51.660762
5251.593458	-113.311619	2.144914	0.341302	-51.590767
5251.636019	-113.310479	2.286279	0.482721	-51.507089
5251.678581	-113.302496	2.460710	0.578511	-51.429119
5251.721144	-113.326447	2.746899	0.674295	-51.389930
5251.763708	-113.348116	3.012543	0.721033	-51.379255
5251.806274	-113.372064	3.273609	0.803122	-51.382265
5251.848841	-113.398291	3.497026	0.829326	-51.414925
5251.891409	-113.406271	3.707886	0.872635	-51.421355
5251.933979	-113.406267	3.842331	0.897695	-51.435767
5251.976550	-113.393721	3.975629	0.868021	-51.446757
5252.019122	-113.373193	4.121461	0.857732	-51.453186
5252.061696	-113.344685	4.230797	0.903315	-51.468735
5252.104270	-113.307057	4.311622	1.025287	-51.472882
5252.146846	-113.229526	4.322894	1.168915	-51.440544
5252.189424	-113.147439	4.409412	1.388921	-51.386545
5252.232002	-113.073338	4.466282	1.653378	-51.306328
5252.274582	-112.981000	4.547091	1.934918	-51.198755
5252.317163	-112.882967	4.673494	2.222142	-51.072948
5252.359746	-112.768981	4.838650	2.537848	-50.975647
5252.402330	-112.674380	5.017474	2.908253	-50.869233
5252.444915	-112.591184	5.199708	3.285474	-50.779925
5252.487501	-112.515972	5.429805	3.627336	-50.684921
5252.530089	-112.469260	5.663307	3.940682	-50.615001
5252.572678	-112.448766	5.905914	4.218675	-50.563321
5252.615268	-112.424854	6.024272	4.462458	-50.521902
5252.657859	-112.418040	6.196190	4.635562	-50.497581
5252.700452	-112.440858	6.373796	4.804098	-50.506313
5252.743046	-112.479629	6.512643	4.929316	-50.541257
5252.785641	-112.559425	6.678832	5.034013	-50.549987
5252.828238	-112.628960	6.781194	5.054374	-50.548461
5252.870836	-112.680257	6.883550	5.106641	-50.564027
5252.913435	-112.738388	6.960830	5.188533	-50.593267
5252.956036	-112.794236	7.040384	5.265862	-50.606553
5252.998637	-112.819316	7.124491	5.401298	-50.585653
5253.041240	-112.835278	7.340767	5.534448	-50.580707
5253.083845	-112.833009	7.510314	5.691516	-50.576900
5253.126450	-112.810232	7.661621	5.878199	-50.562840
5253.169057	-112.799988	7.832288	6.091074	-50.547640
5253.211665	-112.761263	7.973323	6.329001	-50.526746
5253.254275	-112.719122	8.183844	6.651218	-50.521802
5253.296886	-112.703186	8.372707	6.898228	-50.486099
5253.339498	-112.664467	8.567254	7.119021	-50.460651
5253.382111	-112.623471	8.775460	7.282843	-50.444318
5253.424726	-112.613234	8.989348	7.407926	-50.480384
5253.467342	-112.641726	9.112097	7.513637	-50.481138
5253.509959	-112.658826	9.247368	7.622758	-50.473917
5253.552577	-112.683898	9.379214	7.679478	-50.454168
5253.595197	-112.718080	9.474605	7.707721	-50.436698
5253.637818	-112.744287	9.588213	7.738239	-50.465926
5253.680441	-112.779603	9.675619	7.730033	-50.501985
5253.723064	-112.773918	9.765298	7.733216	-50.565375
5253.765689	-112.795566	9.779808	7.739816	-50.595735
5253.808315	-112.787602	9.754459	7.829547	-50.606733
5253.850943	-112.781917	9.707474	7.906747	-50.573319
5253.893572	-112.778509	9.665048	7.983942	-50.554709
5253.936202	-112.787627	9.604405	8.026972	-50.548627
5253.978833	-112.799022	9.549458	8.109852	-50.544822
5254.021466	-112.792198	9.501347	8.221193	-50.535325
5254.064100	-112.808146	9.403141	8.247132	-50.476868
5254.106735	-112.817261	9.283307	8.188816	-50.436631
5254.149372	-112.867363	9.121356	8.132781	-50.385012
5254.192009	-112.894692	9.024308	8.017547	-50.326565
5254.234649	-112.957311	8.951174	7.848813	-50.287475
5254.277289	-112.999435	8.863244	7.652766	-50.283678
5254.319931	-113.001712	8.774182	7.440794	-50.293543
5254.362574	-113.015373	8.728382	7.253878	-50.299991
5254.405218	-113.016511	8.655266	7.024856	-50.323514
5254.447863	-112.998297	8.593537	6.744625	-50.375493
5254.490510	-112.955043	8.542056	6.548641	-50.455925
5254.533158	-112.918621	8.529277	6.494947	-50.479441
5254.575808	-112.865129	8.603001	6.407110	-50.490435
5254.618459	-112.841231	8.630057	6.395535	-50.538988
5254.661111	-112.810506	8.643454	6.347541	-50.560223
5254.703764	-112.769539	8.684163	6.326864	-50.570076
5254.746418	-112.734266	8.746494	6.336915	-50.577652
5254.789074	-112.685338	8.732573	6.324205	-50.577261
5254.831731	-112.636413	8.781242	6.312634	-50.555249
5254.874390	-112.609112	8.842426	6.337478	-50.500237
5254.917050	-112.607984	8.909295	6.313391	-50.427023
5254.959711	-112.602304	8.916991	6.193723	-50.383397
5255.002373	-112.610279	8.815454	6.153711	-50.337498
5255.045037	-112.603462	8.740092	6.077292	-50.295016
5255.087701	-112.590956	8.682939	6.088486	-50.294633
5255.130368	-112.606894	8.598484	6.095128	-50.280598
5255.173035	-112.642172	8.493555	6.113147	-50.239258
5255.215704	-112.674035	8.447792	6.137991	-50.185407
5255.258374	-112.729786	8.337186	6.168522	-50.152036
5255.301045	-112.780983	8.216348	6.189950	-50.125492
5255.343718	-112.820801	8.136470	6.261430	-50.094400
5255.386392	-112.860617	8.106648	6.382956	-50.083786
5255.429067	-112.890192	8.186028	6.428263	-50.087959
5255.471743	-112.902704	8.300664	6.474705	-50.065971
5255.514421	-112.904978	8.444867	6.471097	-50.013273
5255.557100	-112.910663	8.569725	6.487962	-49.995837
5255.599781	-112.894739	8.718460	6.438859	-50.026172
5255.642462	-112.892463	8.856950	6.411369	-50.084937
5255.685145	-112.856068	9.036374	6.405489	-50.144837
5255.727830	-112.834460	9.227160	6.387099	-50.211556
5255.770515	-112.812853	9.351976	6.295928	-50.299879
5255.813202	-112.787835	9.446080	6.141080	-50.359766
5255.855890	-112.769642	9.484457	6.029453	-50.411690
5255.898579	-112.761684	9.455743	5.967866	-50.461336
5255.941270	-112.763960	9.349708	5.901735	-50.521213
5255.983962	-112.765098	9.285750	5.821963	-50.548111
5256.026655	-112.784429	9.196782	5.811554	-50.537487
5256.069350	-112.790115	9.062340	5.759077	-50.513219
5256.112046	-112.834456	8.893798	5.669084	-50.480994
5256.154743	-112.856056	8.679789	5.592739	-50.441949
5256.197441	-112.873107	8.481710	5.545958	-50.405181
5256.240141	-112.896978	8.274548	5.577622	-50.380920
5256.282842	-112.910616	8.065124	5.591095	-50.374849
5256.325545	-112.929937	7.876176	5.488616	-50.396061
5256.368248	-112.946983	7.698606	5.413425	-50.430913
5256.410953	-112.919697	7.531277	5.323462	-50.469172
5256.453659	-112.886728	7.327585	5.168713	-50.513113
5256.496367	-112.865128	7.160278	5.038980	-50.558187
5256.539075	-112.816251	6.987297	4.880840	-50.568024
5256.581786	-112.766239	6.862063	4.723846	-50.569905
5256.624497	-112.710548	6.785708	4.600957	-50.576331
5256.667210	-112.660543	6.750271	4.431479	-50.616852
5256.709923	-112.600312	6.718246	4.234737	-50.632368
5256.752639	-112.536676	6.702133	4.143694	-50.606972
5256.795355	-112.492361	6.721249	4.009474	-50.584986
5256.838073	-112.531004	6.666500	3.885489	-50.568683
5256.880792	-112.570781	6.662889	3.813783	-50.558063
5256.923513	-112.596920	6.676323	3.754580	-50.574714
5256.966234	-112.631011	6.736343	3.779464	-50.677720
5257.008957	-112.694641	6.762273	3.819118	-50.817080
5257.051682	-112.763949	6.704122	3.804232	-50.918936
5257.094407	-112.808256	6.631206	3.771168	-50.965114
5257.137134	-112.865058	6.559429	3.808546	-51.022651
5257.179862	-112.934354	6.451302	3.768668	-51.101770
5257.222592	-112.969563	6.331822	3.771962	-51.157027
5257.265322	-112.934337	6.297550	3.790024	-51.216824
5257.308054	-112.897977	6.307583	3.764918	-51.285706
5257.350788	-112.883203	6.278993	3.717094	-51.315961
5257.393522	-112.849118	6.208377	3.621565	-51.293962
5257.436258	-112.788910	6.155938	3.531720	-51.245839
