ангстремы	R	G_1	G_2	B
5045.803961	-140.161309	-38.121475	-40.422039	-45.079055
5045.840535	-140.140132	-38.117753	-40.338618	-45.104338
5045.877110	-140.128247	-38.084833	-40.263166	-45.115021
5045.913687	-140.096455	-38.045280	-40.204970	-45.091196
5045.950264	-140.099169	-37.997765	-40.145451	-45.024905
5045.986843	-140.101883	-37.873282	-40.141674	-44.975869
5046.023422	-140.117868	-37.795252	-40.167091	-44.952050
5046.060002	-140.143141	-37.721208	-40.211086	-44.918944
5046.096584	-140.173720	-37.636553	-40.272328	-44.907071
5046.133166	-140.197662	-37.553228	-40.322952	-44.877948
5046.169750	-140.212315	-37.422140	-40.358977	-44.868730
5046.206334	-140.224312	-37.304328	-40.355194	-44.894012
5046.242920	-140.245597	-37.225000	-40.392542	-44.924599
5046.279507	-140.268208	-37.152311	-40.392738	-44.939263
5046.316094	-140.278876	-37.124736	-40.412836	-44.971174
5046.352683	-140.297503	-37.103796	-40.349349	-44.940727
5046.389272	-140.308169	-37.064283	-40.287191	-44.906302
5046.425863	-140.283015	-37.012833	-40.234324	-44.883819
5046.462455	-140.256536	-36.994551	-40.160234	-44.857357
5046.499047	-140.238017	-36.960351	-40.060944	-44.853448
5046.535641	-140.224806	-36.988500	-39.905944	-44.836274
5046.572236	-140.211594	-37.041851	-39.842481	-44.808488
5046.608832	-140.195731	-37.093873	-39.723310	-44.756828
5046.645429	-140.178542	-37.086202	-39.613431	-44.722415
5046.682026	-140.160027	-36.996296	-39.475704	-44.681371
5046.718625	-140.134882	-36.911700	-39.377775	-44.609823
5046.755225	-140.109737	-36.795277	-39.233431	-44.513080
5046.791826	-140.096531	-36.686818	-39.085115	-44.434909
5046.828428	-140.080672	-36.531947	-38.975269	-44.312977
5046.865031	-140.034312	-36.385042	-38.914499	-44.165854
5046.901635	-139.982649	-36.206317	-38.933302	-43.997521
5046.938240	-139.934967	-35.967926	-38.865905	-43.800022
5046.974846	-139.863419	-35.725570	-38.859513	-43.642316
5047.011453	-139.831655	-35.544226	-38.854446	-43.527054
5047.048061	-139.795916	-35.368197	-38.848054	-43.431687
5047.084670	-139.766808	-35.198807	-38.801883	-43.388040
5047.121281	-139.717812	-35.082464	-38.820686	-43.388151
5047.157892	-139.695337	-34.940935	-38.840813	-43.353788
5047.194504	-139.676841	-34.859079	-38.774758	-43.375114
5047.231117	-139.711379	-34.802418	-38.710032	-43.409697
5047.267731	-139.731331	-34.780231	-38.585650	-43.477423
5047.304347	-139.760562	-34.796491	-38.451993	-43.594198
5047.340963	-139.808351	-34.824683	-38.257361	-43.672521
5047.377580	-139.808413	-34.871432	-38.020318	-43.716371
5047.414199	-139.817755	-34.976508	-37.787265	-43.768172
5047.450818	-139.800583	-35.076274	-37.624482	-43.838530
5047.487438	-139.812575	-35.145548	-37.379523	-43.867790
5047.524060	-139.796730	-35.243978	-37.119997	-43.920909
5047.560682	-139.783536	-35.349031	-36.990384	-43.943538
5047.597306	-139.725277	-35.438173	-36.823665	-43.943632
5047.633930	-139.698832	-35.468990	-36.678163	-43.918544
5047.670556	-139.669737	-35.475949	-36.596287	-43.821886
5047.707182	-139.636668	-35.431219	-36.563454	-43.775597
5047.743810	-139.615528	-35.308298	-36.641948	-43.713407
5047.780439	-139.581136	-35.141650	-36.729716	-43.659171
5047.817068	-139.573251	-35.021394	-36.785672	-43.574458
5047.853699	-139.545488	-34.944877	-36.876081	-43.500352
5047.890331	-139.527003	-34.804756	-37.007564	-43.393120
5047.926963	-139.521770	-34.549356	-37.039656	-43.305772
5047.963597	-139.524487	-34.288671	-37.088972	-43.251555
5048.000232	-139.503353	-34.057151	-37.155511	-43.180116
5048.036868	-139.464995	-33.853470	-37.199521	-43.174931
5048.073504	-139.441214	-33.720024	-37.205104	-43.137947
5048.110142	-139.417434	-33.651507	-37.124565	-43.140714
5048.146781	-139.409554	-33.572395	-36.995009	-43.081210
5048.183421	-139.363253	-33.448242	-36.872085	-43.009785
5048.220062	-139.319604	-33.251230	-36.769040	-42.960886
5048.256704	-139.275958	-33.158888	-36.585189	-42.967631
5048.293347	-139.203169	-33.160608	-36.427843	-42.970402
5048.329991	-139.142307	-33.161004	-36.286402	-42.986420
5048.366636	-139.111915	-33.194517	-36.160865	-43.038203
5048.403282	-139.100070	-33.210807	-36.037985	-43.047594
5048.439929	-139.063058	-33.197956	-35.913787	-43.064933
5048.476577	-139.028697	-33.173183	-35.805490	-43.042533
5048.513226	-138.990364	-33.214639	-35.780646	-43.067818
5048.549876	-138.998391	-33.258741	-35.725339	-43.118267
5048.586528	-139.013039	-33.313437	-35.648844	-43.138250
5048.623180	-139.038281	-33.313828	-35.650494	-43.150286
5048.659833	-139.092659	-33.340707	-35.646846	-43.159672
5048.696487	-139.154979	-33.380827	-35.616712	-43.120056
5048.733143	-139.208026	-33.364000	-35.565390	-43.073822
5048.769799	-139.250475	-33.337904	-35.527314	-43.040832
5048.806456	-139.316758	-33.310485	-35.550155	-42.970766
5048.843115	-139.381713	-33.302931	-35.587561	-42.953672
5048.879774	-139.444016	-33.271542	-35.609074	-42.936578
5048.916434	-139.490425	-33.242803	-35.653097	-42.911541
5048.953096	-139.555369	-33.286891	-35.669311	-42.878560
5048.989758	-139.612365	-33.353485	-35.684200	-42.805860
5049.026422	-139.666710	-33.332690	-35.752049	-42.733164
5049.063086	-139.707811	-33.237754	-35.809302	-42.681655
5049.099752	-139.701249	-33.185189	-35.833453	-42.632797
5049.136419	-139.714545	-33.156457	-35.839069	-42.583942
5049.173086	-139.701362	-33.093306	-35.804968	-42.576130
5049.209755	-139.696124	-32.977205	-35.762926	-42.499478
5049.246425	-139.702799	-32.821398	-35.732800	-42.395031
5049.283095	-139.716093	-32.682807	-35.711943	-42.306476
5049.319767	-139.684380	-32.500542	-35.770509	-42.277492
5049.356440	-139.659286	-32.324906	-35.803922	-42.260423
5049.393114	-139.616986	-32.185017	-35.769828	-42.240708
5049.429788	-139.579983	-32.173526	-35.746324	-42.224964
5049.466464	-139.609161	-32.124976	-35.761205	-42.199957
5049.503141	-139.599954	-32.063193	-35.777409	-42.212009
5049.539819	-139.607953	-32.027884	-35.797582	-42.224061
5049.576498	-139.608011	-32.024339	-35.811137	-42.306255
5049.613178	-139.580276	-32.045940	-35.792928	-42.449323
5049.649859	-139.552543	-32.031808	-35.773398	-42.598999
5049.686541	-139.555248	-31.988563	-35.732695	-42.734109
5049.723224	-139.536781	-31.914884	-35.718460	-42.875829
5049.759908	-139.536839	-31.846503	-35.712166	-43.028127
5049.796593	-139.514403	-31.719903	-35.753509	-43.206881
5049.833279	-139.449625	-31.651531	-35.830575	-43.379009
5049.869966	-139.431162	-31.588455	-35.895729	-43.488938
5049.906654	-139.410053	-31.567723	-35.947648	-43.560491
5049.943344	-139.386299	-31.560222	-36.045871	-43.604255
5049.980034	-139.386361	-31.563307	-36.111013	-43.569956
5050.016725	-139.373192	-31.608728	-36.141754	-43.493323
5050.053417	-139.346795	-31.701773	-36.143386	-43.375682
5050.090111	-139.341566	-31.776292	-36.107977	-43.247464
5050.126805	-139.311202	-31.874618	-36.096381	-43.092795
5050.163501	-139.311265	-31.979554	-36.037163	-42.910355
5050.200197	-139.327202	-32.079192	-35.897256	-42.782161
5050.236894	-139.308745	-32.178825	-35.771908	-42.708208
5050.273593	-139.282353	-32.242738	-35.659794	-42.700397
5050.310292	-139.262576	-32.270934	-35.447159	-42.678036
5050.346993	-139.244122	-32.276642	-35.311252	-42.687421
5050.383694	-139.248154	-32.255898	-35.219000	-42.711354
5050.420397	-139.265412	-32.235154	-35.158495	-42.748513
5050.457101	-139.266797	-32.254089	-35.104607	-42.804184
5050.493805	-139.281408	-32.263765	-35.066592	-42.870433
5050.530511	-139.278826	-32.254926	-35.045771	-42.910229
5050.567218	-139.266986	-32.199801	-35.096365	-42.883899
5050.603925	-139.248535	-32.153935	-35.149600	-42.799384
5050.640634	-139.259177	-32.080303	-35.230602	-42.644788
5050.677344	-139.260561	-32.021220	-35.430611	-42.527226
5050.714055	-139.228888	-31.944951	-35.544658	-42.450662
5050.750767	-139.165482	-31.855463	-35.649443	-42.372780
5050.787479	-139.117946	-31.740858	-35.715877	-42.292258
5050.824193	-139.103468	-31.602459	-35.796852	-42.223640
5050.860908	-139.104856	-31.423081	-35.840802	-42.166925
5050.897624	-139.139297	-31.227848	-35.901936	-42.172353
5050.934341	-139.198855	-31.094764	-35.926049	-42.187036
5050.971059	-139.275597	-30.963009	-35.947517	-42.269142
5051.007778	-139.321927	-30.903972	-35.949153	-42.450394
5051.044498	-139.389407	-30.870056	-35.866182	-42.601231
5051.081219	-139.491253	-30.895630	-35.854601	-42.716366
5051.117942	-139.606312	-30.956892	-35.852273	-42.871153
5051.154665	-139.683031	-31.047233	-35.840693	-43.052368
5051.191389	-139.714803	-31.167970	-35.818539	-43.219032
5051.228114	-139.729390	-31.357434	-35.812247	-43.409479
5051.264840	-139.700358	-31.578609	-35.775555	-43.553655
5051.301568	-139.652823	-31.683460	-35.729614	-43.687248
5051.338296	-139.634368	-31.784341	-35.690283	-43.794401
5051.375025	-139.638382	-31.828385	-35.583551	-43.778634
5051.411756	-139.608033	-31.848638	-35.519116	-43.764190
5051.448487	-139.563149	-31.809419	-35.421645	-43.741818
5051.485220	-139.531483	-31.745094	-35.287177	-43.666585
5051.521953	-139.515676	-31.629234	-35.184433	-43.546426
5051.558688	-139.507798	-31.504130	-35.094908	-43.407774
5051.595423	-139.488028	-31.315605	-34.997460	-43.232129
5051.632160	-139.478830	-31.116519	-34.910589	-43.061779
5051.668897	-139.468311	-31.041651	-34.829008	-42.958828
5051.705636	-139.412868	-30.961502	-34.707792	-42.825492
5051.742376	-139.344215	-30.944778	-34.622257	-42.739730
5051.779116	-139.312561	-30.924092	-34.535406	-42.620941
5051.815858	-139.299405	-30.991926	-34.431384	-42.518013
5051.852601	-139.282285	-31.098071	-34.376250	-42.445478
5051.889345	-139.271773	-31.231953	-34.339616	-42.420507
5051.926089	-139.279756	-31.360543	-34.297699	-42.408749
5051.962835	-139.307554	-31.536684	-34.250500	-42.382459
5051.999582	-139.331387	-31.766976	-34.164994	-42.373344
5052.036330	-139.338046	-31.936490	-34.078173	-42.328563
5052.073079	-139.359235	-32.105995	-34.034947	-42.319450
5052.109829	-139.375139	-32.175102	-34.030029	-42.348644
5052.146580	-139.361983	-32.289115	-34.023791	-42.398969
5052.183332	-139.326373	-32.315946	-34.079632	-42.420234
5052.220085	-139.265670	-32.289944	-34.076034	-42.432251
5052.256839	-139.206292	-32.257341	-34.022248	-42.394080
5052.293594	-139.145595	-32.215493	-33.963182	-42.363835
5052.330350	-139.087544	-32.114218	-33.947702	-42.337553
5052.367107	-139.028174	-31.935031	-33.985048	-42.296746
5052.403866	-138.989938	-31.795471	-34.025033	-42.226888
5052.440625	-138.968871	-31.658561	-34.066337	-42.130623
5052.477385	-138.957048	-31.602210	-34.139331	-41.989465
5052.514146	-138.966354	-31.499646	-34.170064	-41.864160
5052.550909	-138.965096	-31.430098	-34.133453	-41.778476
5052.587672	-138.988926	-31.385643	-34.144379	-41.687516
5052.624437	-139.002191	-31.359675	-34.179072	-41.642773
5052.661202	-139.027338	-31.337669	-34.237528	-41.587471
5052.697968	-139.059085	-31.379040	-34.247130	-41.573101
5052.734736	-139.106673	-31.473219	-34.263332	-41.549490
5052.771505	-139.183304	-31.518544	-34.305938	-41.558886
5052.808274	-139.217684	-31.548024	-34.330059	-41.573562
5052.845045	-139.242821	-31.561660	-34.269689	-41.641043
5052.881816	-139.233633	-31.571335	-34.226483	-41.721722
5052.918589	-139.253487	-31.573090	-34.222883	-41.770715
5052.955363	-139.269380	-31.553723	-34.188921	-41.818384
5052.992137	-139.283952	-31.543597	-34.168162	-41.866051
5053.028913	-139.253643	-31.544032	-34.089324	-41.961234
5053.065690	-139.186378	-31.514108	-34.015771	-42.035293
5053.102468	-139.129676	-31.428750	-33.940902	-42.142345
5053.139247	-139.032061	-31.385633	-33.850199	-42.220354
5053.176026	-138.955569	-31.375513	-33.781938	-42.320796
5053.212807	-138.883040	-31.336358	-33.763832	-42.371080
5053.249589	-138.854067	-31.324921	-33.761565	-42.396285
5053.286372	-138.815857	-31.316123	-33.750060	-42.474278
5053.323156	-138.780289	-31.350876	-33.734596	-42.570742
5053.359941	-138.768476	-31.343398	-33.676905	-42.672479
5053.396727	-138.783055	-31.329322	-33.697073	-42.698993
5053.433514	-138.813469	-31.338999	-33.734395	-42.710990
5053.470303	-138.817489	-31.381664	-33.721572	-42.737502
5053.507092	-138.788523	-31.374186	-33.681041	-42.781165
5053.543882	-138.781988	-31.317888	-33.606206	-42.841978
5053.580673	-138.797884	-31.293259	-33.536653	-42.922580
5053.617466	-138.779474	-31.227731	-33.511963	-43.058590
5053.654259	-138.758427	-31.158249	-33.487274	-43.164249
5053.691053	-138.720230	-31.058426	-33.524594	-43.236918
5053.727849	-138.646415	-30.988952	-33.622598	-43.270005
5053.764645	-138.583157	-30.915524	-33.653315	-43.313645
5053.801442	-138.556841	-30.820994	-33.681393	-43.379708
5053.838241	-138.551632	-30.739660	-33.774108	-43.373213
5053.875040	-138.605784	-30.705819	-33.897157	-43.358804
5053.911841	-138.636189	-30.718148	-34.054496	-43.294271
5053.948642	-138.646806	-30.686947	-34.173573	-43.228422
5053.985445	-138.671932	-30.704552	-34.241202	-43.101903
5054.022249	-138.691780	-30.755130	-34.271896	-42.929226
5054.059053	-138.720860	-30.789878	-34.251150	-42.813274
5054.095859	-138.776316	-30.825942	-34.186881	-42.684138
5054.132666	-138.825174	-30.839584	-34.142399	-42.598533
5054.169474	-138.812045	-30.853226	-34.093962	-42.512932
5054.206282	-138.784409	-30.825984	-33.979589	-42.473493
5054.243092	-138.740950	-30.764456	-33.877092	-42.467026
5054.279903	-138.713318	-30.680513	-33.729763	-42.484296
5054.316715	-138.675137	-30.663827	-33.594311	-42.487059
5054.353528	-138.656739	-30.612858	-33.460185	-42.500371
5054.390342	-138.660757	-30.498599	-33.386722	-42.582249
5054.427157	-138.677961	-30.415991	-33.319857	-42.620611
5054.463973	-138.687252	-30.310973	-33.267498	-42.705118
5054.500790	-138.715001	-30.236287	-33.221736	-42.771162
5054.537608	-138.782303	-30.132598	-33.182568	-42.821381
5054.574427	-138.856192	-30.093518	-33.149994	-42.872915
5054.611247	-138.907665	-30.068942	-33.085781	-42.863801
5054.648069	-138.949907	-30.052277	-33.042664	-42.829639
5054.684891	-139.000055	-29.952560	-32.998232	-42.833709
5054.721714	-139.021199	-29.863395	-32.935347	-42.843053
5054.758538	-139.027841	-29.836192	-32.867192	-42.791757
5054.795364	-139.016027	-29.807672	-32.804314	-42.782646
5054.832190	-138.993669	-29.798926	-32.750667	-42.753763
5054.869017	-138.925178	-29.800725	-32.699658	-42.715655
5054.905846	-138.847463	-29.872383	-32.639426	-42.681503
5054.942675	-138.776343	-29.897905	-32.631919	-42.636809
5054.979506	-138.753994	-29.908927	-32.616505	-42.640884
5055.016337	-138.719783	-29.908087	-32.635358	-42.676589
5055.053170	-138.705344	-29.973144	-32.684523	-42.662211
5055.090004	-138.719899	-30.050059	-32.766633	-42.666285
5055.126838	-138.721274	-30.076890	-32.815791	-42.716483
5055.163674	-138.751641	-30.115580	-32.850451	-42.696834
5055.200511	-138.797820	-30.145043	-32.873248	-42.707494
5055.237348	-138.865080	-30.157374	-32.892091	-42.744510
5055.274187	-138.938925	-30.097230	-32.925428	-42.778887
5055.311027	-138.966647	-30.050265	-32.946904	-42.811945
5055.347868	-138.957473	-30.013845	-32.981555	-42.838413
5055.384710	-138.969381	-30.003779	-32.954276	-42.854339
5055.421553	-138.937808	-29.967362	-32.882202	-42.884757
5055.458397	-138.879887	-29.883516	-32.816719	-42.891457
5055.495242	-138.832509	-29.832611	-32.763098	-42.881030
5055.532088	-138.735069	-29.756678	-32.747685	-42.904857
5055.568935	-138.619192	-29.676797	-32.758622	-42.893113
5055.605783	-138.490146	-29.611412	-32.784050	-42.844482
5055.642632	-138.343983	-29.585551	-32.791033	-42.787950
5055.679482	-138.265010	-29.510950	-32.775621	-42.732738
5055.716333	-138.197896	-29.448210	-32.810267	-42.690702
5055.753186	-138.113663	-29.345955	-32.902869	-42.659207
5055.790039	-138.083439	-29.230535	-33.016540	-42.615858
5055.826893	-138.066388	-29.183613	-33.077519	-42.554071
5055.863749	-138.057241	-29.097180	-33.126641	-42.477800
5055.900605	-138.083655	-29.008118	-33.112539	-42.387045
5055.937462	-138.111385	-28.937499	-33.033903	-42.314733
5055.974321	-138.165453	-28.802351	-32.931565	-42.266132
5056.011180	-138.231371	-28.647456	-32.821331	-42.234654
5056.048041	-138.260410	-28.553149	-32.700567	-42.207129
5056.084902	-138.276279	-28.470699	-32.523184	-42.132196
5056.121765	-138.298731	-28.421175	-32.319473	-42.029614
5056.158629	-138.272459	-28.390089	-32.073635	-41.950740
5056.195493	-138.225120	-28.307650	-31.872582	-41.936394
5056.232359	-138.167249	-28.281837	-31.653106	-41.915464
5056.269226	-138.101481	-28.258658	-31.491577	-41.927454
5056.306094	-138.073901	-28.206513	-31.361658	-41.919692
5056.342962	-138.056855	-28.250487	-31.247545	-41.897448
5056.379832	-138.033226	-28.328689	-31.186103	-41.863355
5056.416703	-138.003016	-28.398988	-31.132564	-41.837164
5056.453575	-137.995188	-28.440319	-31.092194	-41.842571
5056.490448	-137.980779	-28.455317	-31.047876	-41.876941
5056.527322	-137.980851	-28.490062	-31.108877	-41.907359
5056.564197	-138.004618	-28.560348	-31.163292	-41.861423
5056.601073	-138.021802	-28.596404	-31.294054	-41.839184
5056.637950	-138.048199	-28.623244	-31.422177	-41.795886
5056.674828	-138.045636	-28.667194	-31.601628	-41.756538
5056.711708	-138.025961	-28.672970	-31.753427	-41.725090
5056.748588	-138.020766	-28.647155	-31.865731	-41.702858
5056.785469	-138.033997	-28.593702	-31.993823	-41.663516
5056.822351	-138.047228	-28.554730	-32.098217	-41.605750
5056.859235	-138.070987	-28.555244	-32.214450	-41.542723
5056.896119	-138.103957	-28.539964	-32.256975	-41.498125
5056.933004	-138.121132	-28.527318	-32.321871	-41.495642
5056.969891	-138.159362	-28.522568	-32.323594	-41.518164
5057.006778	-138.176535	-28.537558	-32.264783	-41.547265
5057.043667	-138.180547	-28.567022	-32.163865	-41.589523
5057.080556	-138.158240	-28.574115	-32.040582	-41.648886
5057.117447	-138.137251	-28.611472	-31.894936	-41.733246
5057.154339	-138.133368	-28.685670	-31.744035	-41.846550
5057.191231	-138.111064	-28.749337	-31.644459	-41.988795
5057.228125	-138.097972	-28.801159	-31.534362	-42.125769
5057.265020	-138.079617	-28.845084	-31.453217	-42.236421
5057.301915	-138.065210	-28.862693	-31.302345	-42.328647
5057.338812	-138.049488	-28.889510	-31.205423	-42.368242
5057.375710	-138.044292	-28.922903	-31.169025	-42.411781
5057.412609	-138.048305	-28.935246	-31.105001	-42.442163
5057.449509	-138.093099	-28.971268	-31.125175	-42.439654
5057.486410	-138.106318	-28.992816	-31.184813	-42.406889
5057.523312	-138.102436	-28.986740	-31.265495	-42.324139
5057.560215	-138.090661	-28.987240	-31.311971	-42.209823
5057.597119	-138.063102	-28.953541	-31.357129	-42.073152
5057.634024	-138.040806	-28.919843	-31.344410	-41.933857
5057.670930	-138.027718	-28.880886	-31.401402	-41.832715
5057.707837	-137.988325	-28.820887	-31.392628	-41.764460
5057.744745	-137.963402	-28.758260	-31.383854	-41.704100
5057.781655	-137.963468	-28.725887	-31.426373	-41.688460
5057.818565	-137.945123	-28.701407	-31.438641	-41.684658
5057.855476	-137.955711	-28.683503	-31.412770	-41.658499
5057.892389	-137.957092	-28.681381	-31.322460	-41.675739
5057.929302	-137.993980	-28.687150	-31.246622	-41.704813
5057.966217	-138.024291	-28.716589	-31.190513	-41.750981
5058.003132	-138.065119	-28.765751	-31.175171	-41.797146
5058.040049	-138.102000	-28.816224	-31.140106	-41.818325
5058.076966	-138.169122	-28.912717	-31.161584	-41.836873
5058.113885	-138.233610	-29.002630	-31.165967	-41.839641
5058.150804	-138.246815	-29.053093	-31.141424	-41.789816
5058.187725	-138.246872	-29.079886	-31.131344	-41.767604
5058.224647	-138.266651	-29.094846	-31.150190	-41.788780
5058.261569	-138.281169	-29.090083	-31.238715	-41.782346
5058.298493	-138.268077	-29.070860	-31.340382	-41.786430
5058.335418	-138.266818	-29.049008	-31.434155	-41.815492
5058.372344	-138.261616	-29.021899	-31.568676	-41.865586
5058.409271	-138.272188	-29.015825	-31.687414	-41.938024
5058.446199	-138.263041	-28.954540	-31.769338	-42.035435
5058.483128	-138.231548	-28.909033	-31.839428	-42.131525
5058.520058	-138.251321	-28.904277	-31.925287	-42.238126
5058.556989	-138.280294	-28.910036	-31.961192	-42.349979
5058.593921	-138.258003	-28.911852	-32.006297	-42.460511
5058.630854	-138.222571	-28.946526	-32.030370	-42.581551
5058.667788	-138.205540	-28.996970	-32.004497	-42.718356
5058.704723	-138.202967	-29.050040	-31.987825	-42.831496
5058.741660	-138.171482	-29.055794	-31.921214	-42.981429
5058.778597	-138.118970	-29.051034	-31.858549	-43.099812
5058.815535	-138.080917	-29.087013	-31.770918	-43.177450
5058.852475	-138.056007	-29.096708	-31.688548	-43.283994
5058.889415	-138.003503	-29.066980	-31.599613	-43.403673
5058.926356	-137.972026	-29.070105	-31.560617	-43.478667
5058.963299	-137.978657	-29.088997	-31.505854	-43.526063
5059.000242	-138.019452	-29.106575	-31.470805	-43.593165
5059.037187	-138.027395	-29.105756	-31.460722	-43.660264
5059.074133	-138.018257	-29.127274	-31.454581	-43.729987
5059.111079	-138.013061	-29.186892	-31.476032	-43.737954
5059.148027	-138.006551	-29.262273	-31.551349	-43.741979
5059.184976	-137.982962	-29.307433	-31.726510	-43.784104
5059.221925	-137.960688	-29.338139	-31.941074	-43.774989
5059.258876	-137.947611	-29.422705	-32.146429	-43.751425
5059.295828	-137.920084	-29.484934	-32.355714	-43.702901
5059.332781	-137.866285	-29.524828	-32.570242	-43.684595
5059.369735	-137.820371	-29.533193	-32.744036	-43.643957
5059.406690	-137.791536	-29.552065	-32.969049	-43.571797
5059.443646	-137.745627	-29.556488	-33.165152	-43.499640
5059.480603	-137.736498	-29.575359	-33.331033	-43.422233
5059.517561	-137.722115	-29.600796	-33.406276	-43.356652
5059.554520	-137.720867	-29.670888	-33.406650	-43.247731
5059.591480	-137.716992	-29.815840	-33.378129	-43.172965
5059.628441	-137.720998	-29.913502	-33.378503	-43.140230
5059.665404	-137.738136	-29.991459	-33.314525	-43.207309
5059.702367	-137.774972	-30.110124	-33.279442	-43.254684
5059.739331	-137.794734	-30.291817	-33.264060	-43.304683
5059.776297	-137.846012	-30.472187	-33.188272	-43.386197
5059.813263	-137.927489	-30.640728	-33.144004	-43.466392
5059.850230	-137.980073	-30.838148	-33.161455	-43.589917
5059.887199	-138.049724	-31.030305	-33.265569	-43.725252
5059.924168	-138.115431	-31.159424	-33.384121	-43.877649
5059.961139	-138.186387	-31.249146	-33.514484	-44.033976
5059.998110	-138.240270	-31.370374	-33.589693	-44.137776
5060.035083	-138.269203	-31.507350	-33.727920	-44.169357
5060.072057	-138.287632	-31.654822	-33.812310	-44.206189
5060.109032	-138.279802	-31.748458	-33.903260	-44.270588
5060.146007	-138.233900	-31.902479	-34.044092	-44.295599
5060.182984	-138.180124	-32.097188	-34.154721	-44.346865
5060.219962	-138.140791	-32.224935	-34.244341	-44.370559
5060.256941	-138.101460	-32.323795	-34.310326	-44.379812
5060.293921	-138.060818	-32.498785	-34.365806	-44.412693
5060.330902	-138.008365	-32.648825	-34.413407	-44.445572
5060.367884	-137.972978	-32.781793	-34.527948	-44.511265
5060.404867	-137.931031	-32.938379	-34.639858	-44.557265
5060.441851	-137.911399	-33.047705	-34.780637	-44.609825
5060.478836	-137.915392	-33.149150	-34.917471	-44.645319
5060.515822	-137.924635	-33.187591	-34.982111	-44.713623
5060.552809	-137.935190	-33.182720	-35.051998	-44.749113
5060.589797	-137.941807	-33.226407	-35.087758	-44.792475
5060.626787	-137.931363	-33.291090	-35.090708	-44.831897
5060.663777	-137.928793	-33.315087	-35.121215	-44.856881
5060.700768	-137.938034	-33.369265	-35.133350	-44.859556
5060.737761	-137.924966	-33.403756	-35.120551	-44.839922
5060.774754	-137.930269	-33.419875	-35.085445	-44.878026
5060.811749	-137.908016	-33.418934	-35.075272	-44.921376
5060.848744	-137.891013	-33.477039	-35.084782	-44.963412
5060.885741	-137.876635	-33.562695	-35.171705	-45.002821
5060.922739	-137.863570	-33.652282	-35.307169	-45.090775
5060.959737	-137.861001	-33.707752	-35.463617	-45.183971
5060.996737	-137.863680	-33.751411	-35.648921	-45.277162
5061.033738	-137.868983	-33.796379	-35.834214	-45.346732
5061.070739	-137.886093	-33.807234	-36.041799	-45.458280
5061.107742	-137.928127	-33.856134	-36.257243	-45.571133
5061.144746	-137.981965	-33.878794	-36.481858	-45.653808
5061.181751	-138.065971	-33.957860	-36.671042	-45.719425
5061.218757	-138.139478	-33.977892	-36.869398	-45.782414
5061.255764	-138.231345	-33.953325	-37.028390	-45.821788
5061.292772	-138.300908	-33.931382	-37.113919	-45.773278
5061.329781	-138.362597	-33.923868	-37.229611	-45.726081
5061.366791	-138.440022	-33.938653	-37.324311	-45.737910
5061.403802	-138.495145	-33.949501	-37.363919	-45.782528
5061.440815	-138.516165	-33.983957	-37.411394	-45.762877
5061.477828	-138.530627	-33.986935	-37.462801	-45.753720
5061.514842	-138.530661	-34.005650	-37.522074	-45.781284
5061.551857	-138.491352	-33.978464	-37.614129	-45.798355
5061.588874	-138.465159	-33.972262	-37.631429	-45.832473
5061.625891	-138.408806	-34.026382	-37.653974	-45.899373
5061.662910	-138.369503	-34.083122	-37.718480	-46.026590
5061.699929	-138.314467	-34.163462	-37.739710	-46.157733
5061.736950	-138.256811	-34.225440	-37.821255	-46.208884
5061.773971	-138.229317	-34.307082	-38.024739	-46.240363
5061.810994	-138.231980	-34.408387	-38.211166	-46.313797
5061.848018	-138.226777	-34.528043	-38.391026	-46.413451
5061.885042	-138.232062	-34.685713	-38.553833	-46.484254
5061.922068	-138.251769	-34.868285	-38.693030	-46.577341
5061.959095	-138.266230	-35.082311	-38.885972	-46.624538
5061.996123	-138.310843	-35.251752	-39.074970	-46.645512
5062.033152	-138.355453	-35.417250	-39.249537	-46.676972
5062.070181	-138.417103	-35.535545	-39.400498	-46.713674
5062.107212	-138.482681	-35.674808	-39.463621	-46.809363
5062.144244	-138.525972	-35.745900	-39.408766	-46.922088
5062.181277	-138.564016	-35.765866	-39.370953	-47.047914
5062.218312	-138.595504	-35.797628	-39.309549	-47.118681
5062.255347	-138.619127	-35.799241	-39.227177	-47.203863
5062.292383	-138.642747	-35.802165	-39.136945	-47.279864
5062.329420	-138.659813	-35.746109	-39.033612	-47.372899
5062.366458	-138.637559	-35.693988	-38.942080	-47.456755
5062.403498	-138.617928	-35.666771	-38.858417	-47.506531
5062.440538	-138.585191	-35.681493	-38.799658	-47.515678
5062.477579	-138.521005	-35.650347	-38.792013	-47.440951
5062.514622	-138.460753	-35.680794	-38.768642	-47.334777
5062.551665	-138.392642	-35.736138	-38.686304	-47.191917
5062.588710	-138.341570	-35.792788	-38.611832	-47.081825
5062.625755	-138.280017	-35.816677	-38.593710	-46.946842
5062.662802	-138.234192	-35.832702	-38.548071	-46.815798
5062.699850	-138.211954	-35.860519	-38.514229	-46.718829
5062.736898	-138.227715	-35.898817	-38.459423	-46.641518
5062.773948	-138.239544	-35.924010	-38.387589	-46.569453
5062.810999	-138.268404	-35.903345	-38.326239	-46.498702
5062.848051	-138.320845	-35.927227	-38.232140	-46.520975
5062.885104	-138.362802	-35.958967	-38.217962	-46.573378
5062.922158	-138.396897	-36.003806	-38.247017	-46.638880
